game_title,user_review_count,critic_review_count,developer,platforms,platform_count,Avg_Rank,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Total_Sales,metascore,Difficulty_Easy,Difficulty_Just_Right,Difficulty_Simple,Difficulty_Tough,Difficulty_Unforgiving,Play Time_<_1_Hour,Play Time_>=_80_Hours,Play Time_~1_Hour,Play Time_~12_Hours,Play Time_~2_Hours,Play Time_~20_Hours,Play Time_~4_Hours,Play Time_~40_Hours,Play Time_~60_Hours,Play Time_~8_Hours,Completion_Beat_It,Completion_Conquered_It,Completion_Halfway,Completion_Played_It,Completion_Tried_It,vader_sentiment_mean,textblob_sentiment_mean,hf_sentiment_mean,global_user_score_mean,user_score_mean,composite_sentiment_correlation_user_mean,composite_sentiment_correlation_global_mean,composite_sentiment_confidence_mean,composite_sentiment_adaptive_mean
alpha protocol,137.0,68.0,Obsidian Entertainment,"playstation-3, xbox-360, pc",3.0,7808.33,2010,Role-Playing,Sega,0.42,0.3399999999999999,0.0,0.12,0.88,63,10.98,71.14,2.03,15.04,0.81,0.0,3.11,0.0,19.25,0.0,49.07,1.24,16.77,4.35,6.21,40.54,15.32,7.93,13.87,22.34,0.372,-0.004,-0.277,7.316,6.854,0.019,-0.007,0.01,0.018
alter echo,0.0,26.0,Outrage Games,playstation-2,1.0,11358.0,2003,Shooter,THQ,0.1,0.06,0.0,0.02,0.18,62,14.58,62.5,0.0,20.83,2.08,0.0,4.76,0.0,33.33,4.76,23.81,4.76,4.76,0.0,23.81,22.35,18.82,9.41,28.24,21.18,0.228,-0.109,-0.332,7.0,5.333,-0.081,-0.103,-0.169,-0.177
american idol,4.0,14.0,Hothouse Creations,"pc, playstation-2, game-boy-advance",3.0,5491.0,2003,Misc,Codemasters,0.42,0.27,0.0,0.07,0.76,41,20.83,12.5,66.67,0.0,0.0,44.44,0.0,11.11,11.11,11.11,0.0,16.67,0.0,0.0,5.56,58.62,17.24,0.0,13.79,10.34,0.225,0.035,-0.005,3.9,5.0,0.081,0.071,0.115,0.226
amped 2,9.0,34.0,Indie Built,xbox,1.0,6647.0,2003,Sports,Microsoft,0.2,0.04,0.0,0.01,0.25,80,6.06,54.55,0.0,21.21,18.18,5.56,16.67,5.56,11.11,5.56,16.67,0.0,27.78,11.11,0.0,24.0,10.67,10.67,34.67,20.0,0.866,0.1,0.909,8.4,8.333,0.633,0.621,0.625,0.852
amped 3,23.0,49.0,2K Sports,xbox-360,1.0,8623.0,2005,Sports,Take-Two Interactive,0.13,0.02,0.0,0.01,0.16,72,24.0,64.0,0.0,10.0,2.0,0.0,3.85,0.0,30.77,0.0,26.92,0.0,34.62,0.0,3.85,27.84,18.04,6.7,20.62,26.8,0.88,0.203,0.985,7.3,10.0,0.697,0.689,0.712,0.876
amped: freestyle snowboarding,14.0,30.0,Indie Built,xbox,1.0,2517.0,2001,Sports,Microsoft,0.69,0.11,0.0,0.02,0.82,78,4.88,63.41,0.0,21.95,9.76,0.0,5.56,5.56,11.11,0.0,22.22,5.56,27.78,5.56,16.67,14.15,14.15,11.32,32.08,28.3,0.138,0.116,0.313,6.8,6.667,0.193,0.198,0.26,0.287
amplitude,51.0,60.0,Harmonix Music Systems,playstation-4,1.0,8040.0,2003,Misc,Sony,0.09,0.07,0.0,0.02,0.18,74,2.33,13.95,0.0,67.44,16.28,0.0,17.86,0.0,14.29,7.14,17.86,0.0,21.43,3.57,17.86,36.51,17.46,11.11,22.22,12.7,0.775,0.102,0.251,7.2,8.0,0.37,0.343,0.39,0.474
anarchy reigns,121.0,38.0,PlatinumGames,"playstation-3, xbox-360",2.0,7969.0,2012,Action,Sega,0.21,0.05,0.08,0.03,0.37,73,8.61,73.41,0.75,16.1,1.12,0.51,26.9,0.0,20.81,1.52,19.29,5.58,3.55,2.03,19.8,42.62,27.86,8.64,13.93,6.96,0.605,0.068,0.41,8.017,8.348,0.361,0.346,0.366,0.485
angry birds,84.0,14.0,Rovio Entertainment,"pc, psp",2.0,6919.0,2011,Puzzle,Focus Home Interactive,0.0,0.18,0.0,0.05,0.2299999999999999,77,10.33,51.67,4.67,29.67,3.67,0.79,12.6,1.57,12.6,3.15,22.05,12.6,8.66,8.66,17.32,24.9,9.29,22.33,31.23,12.25,0.061,-0.027,-0.525,5.257,4.524,-0.177,-0.195,-0.234,-0.31
angry birds trilogy,34.0,13.0,Rovio Entertainment,"playstation-3, xbox-360, wii-u, 3ds, playstation-vita",5.0,6063.67,2012,Action,Activision,0.6799999999999999,0.28,0.0,0.09,1.05,63,9.52,44.76,6.67,35.24,3.81,6.06,18.18,3.03,6.06,0.0,18.18,0.0,30.3,12.12,6.06,20.0,5.0,23.75,41.25,10.0,0.279,-0.047,-0.274,4.922,6.407,-0.024,-0.046,-0.043,-0.02
animal crossing,165.0,42.0,Nintendo,gamecube,1.0,436.0,2001,Simulation,Nintendo,1.92,0.16,0.99,0.09,3.16,87,34.13,41.09,22.44,1.83,0.51,0.43,71.01,0.11,1.85,0.22,4.78,1.09,9.88,9.34,1.3,27.94,22.23,8.22,32.9,8.71,0.733,0.068,0.333,8.7,8.833,0.375,0.352,0.378,0.489
animal crossing: amiibo festival,266.0,20.0,Nd Cube,wii-u,1.0,4659.0,2015,Misc,Nintendo,0.19,0.11,0.09,0.03,0.42,46,28.85,23.56,45.19,0.96,1.44,4.63,12.96,5.56,10.19,3.7,25.93,12.04,9.26,2.78,12.96,32.26,14.11,6.85,36.69,10.08,0.272,-0.144,-0.574,4.0,3.25,-0.165,-0.197,-0.206,-0.196
animal crossing: city folk,146.0,50.0,Nintendo,wii,1.0,227.0,2008,Simulation,Nintendo,1.87,1.12,1.32,0.37,4.680000000000001,73,33.44,44.12,19.98,2.0,0.46,0.78,62.36,0.16,4.67,0.78,5.13,1.87,9.64,12.44,2.18,16.76,9.94,9.03,43.52,20.74,0.714,0.09,0.072,7.8,8.297,0.283,0.253,0.275,0.317
animal crossing: happy home designer,143.0,61.0,Nintendo,3ds,1.0,477.0,2015,Simulation,Nintendo,0.47,1.0,1.39,0.12,2.98,66,26.51,13.25,59.45,0.52,0.26,0.28,28.25,0.83,13.3,3.05,11.63,3.32,22.16,10.8,6.37,29.46,12.3,20.99,34.09,3.16,0.796,0.045,-0.146,6.9,6.895,0.217,0.176,0.208,0.263
animal crossing: new leaf,976.0,70.0,Nintendo,3ds,1.0,74.0,2012,Simulation,Nintendo,2.01,2.32,4.36,0.41,9.1,88,23.66,61.33,13.09,1.38,0.54,0.36,88.87,0.11,1.1,0.21,1.7,0.49,3.16,3.27,0.74,30.14,14.89,25.0,28.34,1.63,0.836,0.139,0.526,8.7,8.362,0.499,0.478,0.504,0.636
animal crossing: wild world,213.0,57.0,Nintendo,ds,1.0,42.0,2005,Simulation,Nintendo,2.55,3.52,5.33,0.88,12.28,86,43.32,32.29,22.23,1.8,0.36,0.24,67.06,0.48,3.45,0.59,4.4,0.95,11.06,10.58,1.19,21.57,16.03,9.48,42.1,10.82,0.698,0.085,0.112,8.1,7.689,0.29,0.263,0.277,0.322
anno 2070,556.0,33.0,Blue Byte,pc,1.0,1322.0,2011,Strategy,Ubisoft,0.0,1.13,0.0,0.32,1.45,83,3.82,64.89,0.76,29.77,0.76,0.0,25.42,0.0,3.39,0.0,18.64,0.0,28.81,16.95,6.78,23.88,9.45,18.41,30.35,17.91,0.441,-0.028,-0.371,7.1,4.612,-0.001,-0.033,-0.03,-0.041
anno 2205,338.0,45.0,Blue Byte,pc,1.0,6745.0,2015,Strategy,Ubisoft,0.02,0.22,0.0,0.01,0.25,72,27.27,51.52,12.12,9.09,0.0,0.0,20.0,5.0,30.0,0.0,10.0,0.0,20.0,10.0,5.0,39.02,19.51,21.95,19.51,0.0,0.385,0.002,-0.469,6.1,4.837,-0.044,-0.075,-0.059,-0.079
apache: air assault,29.0,26.0,Gaijin Entertainment,"playstation-3, xbox-360, pc",3.0,9958.67,2010,Simulation,Activision,0.2299999999999999,0.14,0.0,0.05,0.42,70,4.76,42.86,0.0,33.33,19.05,0.0,15.38,0.0,0.0,0.0,23.08,7.69,46.15,7.69,0.0,20.0,17.78,15.56,22.22,24.44,0.278,-0.036,-0.458,6.484,7.105,-0.086,-0.113,-0.101,-0.152
ape escape 2,51.0,31.0,SCE Japan Studio,playstation-2,1.0,3215.0,2002,Platform,Sony,0.12,0.09,0.38,0.03,0.62,82,20.82,68.16,2.86,7.76,0.41,0.0,2.35,0.0,26.47,0.0,43.53,4.12,12.35,2.94,8.24,38.15,33.63,7.45,12.19,8.58,0.585,0.052,-0.098,8.3,8.538,0.169,0.14,0.162,0.195
ape escape 3,43.0,51.0,SCE Japan Studio,playstation-2,1.0,9507.0,2005,Platform,Sony,0.06,0.05,0.0,0.02,0.13,77,26.82,65.52,1.92,4.6,1.15,0.0,4.55,0.57,21.02,1.14,42.61,2.27,13.64,4.55,9.66,39.78,34.95,7.03,10.99,7.25,0.705,0.105,0.467,8.8,8.8,0.425,0.408,0.431,0.552
ape escape academy,10.0,48.0,Shift,psp,1.0,5463.0,2004,Misc,Sony,0.13,0.15,0.0,0.05,0.33,51,14.58,50.0,2.08,20.83,12.5,6.67,6.67,0.0,30.0,3.33,26.67,6.67,0.0,6.67,13.33,27.18,13.59,18.45,23.3,17.48,0.163,0.045,0.334,5.9,6.333,0.186,0.189,0.186,0.254
ape escape: on the loose,15.0,35.0,SIMS,psp,1.0,2928.0,2005,Platform,Sony,0.52,0.01,0.12,0.05,0.7000000000000001,66,17.32,70.08,0.0,11.02,1.57,0.0,7.04,0.0,21.13,0.0,33.8,11.27,5.63,2.82,18.31,30.16,25.79,8.33,21.03,14.68,0.886,0.222,-0.201,7.2,8.0,0.283,0.24,0.303,0.407
ape escape: pumped & primed,8.0,21.0,SCEI,playstation-2,1.0,11596.0,2004,Misc,Sony,0.04,0.03,0.0,0.01,0.08,61,12.77,72.34,2.13,10.64,2.13,0.0,8.0,0.0,12.0,4.0,28.0,8.0,20.0,8.0,12.0,38.61,27.72,6.93,16.83,9.9,0.957,0.078,0.334,8.8,8.667,0.45,0.417,0.472,0.583
apollo justice: ace attorney,121.0,48.0,Capcom,"ds, 3ds",2.0,1965.0,2007,Adventure,Capcom,0.32,0.06,0.64,0.04,1.06,78,11.26,75.76,1.39,11.26,0.35,0.0,1.42,0.12,20.28,0.0,57.18,0.95,10.68,0.71,8.66,26.11,57.67,3.28,6.69,6.25,0.634,0.132,0.227,7.678,7.556,0.326,0.306,0.33,0.39
aquapazza: aquaplus dream match,23.0,13.0,Examu,playstation-3,1.0,10635.0,2012,Fighting,Aqua Plus,0.05,0.0,0.05,0.01,0.11,75,7.14,77.55,1.02,13.27,1.02,3.64,12.73,7.27,16.36,0.0,41.82,7.27,7.27,0.0,3.64,37.32,16.2,7.75,30.99,7.75,0.609,0.148,0.991,7.9,7.5,0.596,0.599,0.613,0.807
ar nosurge: ode to an unborn star,60.0,23.0,Gust,"playstation-3, playstation-vita",2.0,11214.5,2014,Role-Playing,Tecmo Koei,0.05,0.04,0.1,0.02,0.21,67,21.33,72.99,3.79,1.42,0.47,1.46,23.36,0.73,2.19,0.0,1.46,0.73,21.9,48.18,0.0,25.56,34.59,9.4,24.06,6.39,0.599,0.081,-0.106,7.839,7.778,0.18,0.15,0.149,0.113
ar tonelico qoga: knell of ar ciel,76.0,27.0,Gust,playstation-3,1.0,6935.0,2010,Role-Playing,Tecmo Koei,0.08,0.01,0.13,0.01,0.23,61,30.51,58.35,4.68,6.24,0.22,0.33,29.47,0.0,0.99,0.0,5.96,0.99,29.47,32.78,0.0,38.4,17.16,9.14,16.42,18.89,0.47,0.046,-0.135,7.8,6.333,0.117,0.092,0.104,0.09
ar tonelico: melody of elemia,55.0,30.0,Gust,playstation-2,1.0,10786.0,2006,Role-Playing,505 Games,0.0,0.0,0.1,0.0,0.1,71,30.31,60.41,3.51,5.57,0.21,0.29,14.29,0.29,1.17,0.0,8.75,0.0,41.11,33.82,0.29,43.33,23.58,7.03,12.72,13.34,0.705,0.155,0.147,8.2,8.143,0.328,0.302,0.362,0.438
arc rise fantasia,46.0,26.0,Imageepoch,wii,1.0,7754.0,2009,Role-Playing,Marvelous,0.13,0.0,0.06,0.01,0.2,64,6.18,35.29,0.0,50.29,8.24,0.0,32.49,1.02,1.02,0.51,3.05,0.51,19.29,41.62,0.51,25.54,16.72,15.02,21.83,20.9,0.662,0.146,-0.13,8.3,8.316,0.212,0.18,0.231,0.232
arc the lad: twilight of the spirits,43.0,39.0,Cattle Call,playstation-2,1.0,5237.0,2003,Role-Playing,Sony,0.18,0.14,0.0,0.05,0.37,72,14.04,71.63,1.15,11.75,1.43,0.0,11.26,0.0,2.25,0.0,9.01,0.0,51.8,25.68,0.0,33.16,25.29,9.53,16.01,16.01,0.766,0.242,0.983,8.0,8.5,0.673,0.671,0.714,0.858
arcana heart,6.0,12.0,Examu,playstation-2,1.0,8689.0,2007,Fighting,AQ Interactive,0.06,0.05,0.04,0.02,0.1699999999999999,77,3.68,46.32,0.74,44.85,4.41,8.33,10.71,7.14,16.67,3.57,15.48,8.33,3.57,2.38,23.81,32.94,17.51,3.56,21.66,24.33,0.893,0.0,0.997,8.7,9.0,0.641,0.629,0.62,0.948
arcania: gothic 4,471.0,25.0,Spellbound,"xbox-360, pc",2.0,10528.0,2010,Role-Playing,JoWood Productions,0.16,0.12,0.01,0.04,0.33,63,17.5,75.0,3.75,2.5,1.25,0.0,5.26,0.0,5.26,0.0,42.11,2.63,34.21,5.26,5.26,31.61,10.34,12.64,24.71,20.69,0.367,-0.009,-0.453,4.442,5.194,-0.047,-0.077,-0.079,-0.118
arctic thunder,7.0,23.0,Inland Productions,"playstation-2, xbox",2.0,7612.5,2001,Racing,Midway Games,0.26,0.16,0.0,0.05,0.47,45,2.33,41.86,2.33,51.16,2.33,8.11,5.41,2.7,0.0,18.92,0.0,59.46,0.0,0.0,5.41,16.07,53.57,7.14,19.64,3.57,0.462,-0.012,-0.0,5.65,4.5,0.143,0.122,0.158,0.269
arma ii,374.0,38.0,Bohemia Interactive,pc,1.0,9048.0,2009,Shooter,505 Games,0.0,0.12,0.0,0.03,0.15,77,1.61,16.13,0.0,63.71,18.55,0.0,46.15,2.56,0.0,2.56,10.26,2.56,23.08,10.26,2.56,11.58,6.18,7.72,44.79,29.73,0.3,-0.016,-0.436,7.3,6.479,-0.065,-0.092,-0.075,-0.115
armed and dangerous,15.0,41.0,Planet Moon Studios,"pc, xbox",2.0,9651.0,2003,Shooter,LucasArts,0.09,0.03,0.0,0.0,0.12,79,11.11,66.67,2.78,19.44,0.0,0.0,0.0,0.0,68.0,0.0,16.0,0.0,0.0,0.0,16.0,42.22,21.11,5.56,16.67,14.44,0.653,0.072,0.093,7.0,7.385,0.265,0.238,0.26,0.322
armored core 2: another age,12.0,16.0,From Software,playstation-2,1.0,4749.0,2001,Simulation,Metro 3D,0.11,0.08,0.19,0.03,0.41,75,4.81,47.12,0.0,43.27,4.81,0.0,7.81,0.0,15.63,0.0,29.69,1.56,32.81,4.69,7.81,26.36,35.0,9.09,15.0,14.55,0.96,0.617,1.0,7.4,8.0,0.863,0.858,0.921,0.893
armored core 3,21.0,23.0,From Software,playstation-2,1.0,3025.0,2002,Simulation,Metro 3D,0.22,0.17,0.23,0.06,0.6799999999999999,74,2.45,52.15,0.0,39.26,6.13,0.99,6.93,0.0,11.88,0.99,26.73,1.98,37.62,7.92,4.95,32.37,30.06,6.65,17.92,13.01,0.984,0.23,0.914,8.1,9.0,0.714,0.699,0.739,0.886
armored core 4,33.0,36.0,From Software,"playstation-3, xbox-360",2.0,7210.5,2007,Simulation,505 Games,0.28,0.01,0.12,0.03,0.44,65,8.33,35.83,0.0,43.33,12.5,1.39,11.11,0.0,23.61,1.39,29.17,0.0,20.83,5.56,6.94,31.67,14.93,4.52,18.33,30.54,0.262,0.033,0.121,6.888,7.125,0.137,0.129,0.156,0.25
armored core v,46.0,37.0,From Software,"playstation-3, xbox-360",2.0,6085.5,2012,Simulation,Namco Bandai Games,0.22,0.07,0.2799999999999999,0.03,0.6000000000000001,68,9.68,33.55,3.23,47.74,5.81,0.0,13.64,1.14,22.73,0.0,14.77,4.55,31.82,4.55,6.82,36.49,12.16,17.12,21.62,12.61,0.668,0.045,-0.023,7.076,7.412,0.22,0.189,0.223,0.301
armored core: for answer,29.0,22.0,From Software,"playstation-3, xbox-360",2.0,8367.0,2008,Simulation,Ubisoft,0.12,0.03,0.17,0.02,0.34,64,4.24,29.7,1.21,57.58,7.27,0.0,15.69,0.0,10.78,0.0,21.57,2.94,28.43,14.71,5.88,30.39,24.04,6.12,18.82,20.63,0.389,-0.081,-0.179,7.407,6.929,0.034,0.01,0.008,0.099
armored core: last raven,21.0,16.0,From Software,playstation-2,1.0,8162.0,2005,Simulation,505 Games,0.05,0.04,0.08,0.01,0.18,59,0.99,13.86,0.0,59.41,25.74,0.0,20.63,0.0,12.7,0.0,19.05,0.0,25.4,17.46,4.76,35.53,24.56,9.21,14.91,15.79,0.561,0.04,0.059,8.0,7.0,0.213,0.19,0.215,0.274
armored core: nexus,12.0,19.0,From Software,playstation-2,1.0,6529.0,2004,Simulation,Indie Games,0.06,0.05,0.14,0.02,0.27,73,2.22,35.56,1.11,51.11,10.0,0.0,14.0,2.0,14.0,0.0,34.0,2.0,24.0,6.0,4.0,35.86,24.24,9.09,13.64,17.17,-0.045,-0.16,0.077,7.4,9.0,-0.039,-0.037,-0.057,0.054
armored core: verdict day,43.0,18.0,From Software,"playstation-3, xbox-360",2.0,9974.0,2013,Simulation,From Software,0.0,0.0,0.12,0.0,0.12,66,1.79,19.64,0.89,59.82,17.86,0.0,16.33,0.0,12.24,0.0,24.49,0.0,30.61,10.2,6.12,33.07,10.24,18.9,33.07,4.72,0.34,0.001,-0.502,7.5,5.167,-0.07,-0.101,-0.101,-0.148
army corps of hell,29.0,43.0,Inc.,playstation-vita,1.0,10456.0,2011,Action,Square,0.05,0.04,0.0,0.02,0.11,57,5.88,54.9,1.96,29.41,7.84,0.0,7.69,0.0,7.69,7.69,0.0,7.69,38.46,30.77,0.0,9.3,9.3,26.74,39.53,15.12,0.594,0.0,0.314,6.6,6.667,0.302,0.283,0.23,0.311
army men: green rogue,4.0,13.0,3DO,playstation-2,1.0,10795.0,2001,Action,3DO,0.1,0.07,0.0,0.02,0.19,39,10.53,18.42,0.0,57.89,13.16,0.0,0.0,0.0,47.62,0.0,23.81,9.52,4.76,4.76,9.52,42.22,11.11,8.89,26.67,11.11,0.445,0.02,-0.998,5.3,4.0,-0.207,-0.257,-0.321,-0.518
army men: rts,8.0,14.0,Pandemic Studios,"pc, playstation-2, gamecube",3.0,11137.0,2002,Strategy,3DO,0.1,0.05,0.0,0.01,0.16,68,8.11,51.35,0.0,37.84,2.7,0.0,8.0,0.0,8.0,0.0,16.0,8.0,40.0,8.0,12.0,35.06,12.99,10.39,23.38,18.18,0.721,0.107,-0.142,8.278,7.667,0.214,0.179,0.175,0.19
army men: sarge's war,0.0,26.0,Tactical Development,"pc, gamecube",2.0,9409.0,2004,Shooter,Global Star,0.21,0.05,0.0,0.0,0.26,44,33.33,54.55,0.0,12.12,0.0,0.0,0.0,0.0,30.0,0.0,25.0,5.0,25.0,0.0,15.0,37.84,17.57,6.76,25.68,12.16,0.494,0.172,0.02,5.0,6.0,0.221,0.202,0.257,0.223
army of two,153.0,76.0,EA Montreal,"playstation-3, xbox-360",2.0,1417.5,2008,Shooter,Electronic Arts,1.83,0.64,0.04,0.31,2.8200000000000003,72,15.85,66.07,2.68,14.51,0.89,0.66,3.96,0.0,32.01,0.0,18.48,9.24,5.61,0.99,29.04,51.44,19.48,3.5,11.25,14.33,0.409,0.053,0.086,6.726,6.421,0.178,0.163,0.179,0.213
army of two: the 40th day,102.0,79.0,EA Montreal,"playstation-3, xbox-360, psp",3.0,3412.0,2010,Shooter,Electronic Arts,1.18,0.64,0.01,0.28,2.11,73,14.13,67.14,2.47,15.19,1.06,0.52,1.55,0.52,32.99,0.52,19.59,7.73,5.15,2.58,28.87,49.3,15.65,6.42,12.68,15.96,0.397,0.042,-0.138,6.876,7.196,0.091,0.07,0.086,0.082
army of two: the devil's cartel,226.0,55.0,Visceral Games,"playstation-3, xbox-360",2.0,6368.5,2013,Shooter,Electronic Arts,0.27,0.18,0.01,0.07,0.53,54,17.05,72.09,1.55,7.75,1.55,2.2,1.1,0.0,36.26,1.1,24.18,7.69,6.59,1.1,19.78,41.06,22.71,11.11,14.01,11.11,0.575,0.093,0.174,6.497,6.944,0.276,0.256,0.276,0.33
arslan: the warriors of legend,34.0,43.0,Omega Force,"playstation-4, xbox-one, pc",3.0,13478.33,2015,Action,Tecmo Koei,0.03,0.01,0.09,0.01,0.14,69,15.09,73.58,5.66,3.77,1.89,0.0,6.25,0.0,18.75,0.0,25.0,3.13,37.5,3.13,6.25,58.06,6.45,9.68,12.9,12.9,0.948,0.178,0.981,6.6,8.75,0.71,0.698,0.729,0.902
art academy,9.0,15.0,Headstrong Games,ds,1.0,599.0,2010,Misc,Nintendo,0.28,1.68,0.33,0.28,2.5700000000000003,75,26.83,51.22,15.85,6.1,0.0,0.0,10.81,0.0,13.51,0.0,24.32,21.62,16.22,5.41,8.11,22.46,13.04,11.59,33.33,19.57,0.705,0.095,-0.47,7.0,7.25,0.088,0.043,0.07,-0.023
art academy: lessons for everyone,26.0,14.0,Headstrong Games,3ds,1.0,4249.0,2012,Action,Nintendo,0.2,0.03,0.21,0.02,0.46,81,16.87,66.27,1.2,15.66,0.0,0.0,14.29,0.0,7.14,0.0,14.29,17.86,32.14,3.57,10.71,12.99,6.78,16.38,44.07,19.77,0.542,0.131,-0.189,7.5,8.375,0.149,0.12,0.121,0.067
arx fatalis,8.0,31.0,Arkane Studios,"pc, wii-u",2.0,13122.0,2003,Role-Playing,Mindscape,0.04,0.01,0.0,0.0,0.05,71,3.0,58.0,1.0,36.0,2.0,0.0,3.08,0.0,7.69,0.0,47.69,0.0,38.46,3.08,0.0,34.83,14.93,7.46,18.91,23.88,0.526,0.144,0.184,8.3,8.037,0.28,0.264,0.271,0.309
asphalt 3d,39.0,37.0,Gameloft,3ds,1.0,4072.0,2011,Racing,Ubisoft,0.27,0.16,0.02,0.04,0.49,43,18.75,58.33,4.17,13.54,5.21,4.0,4.0,0.0,20.0,0.0,28.0,12.0,20.0,2.0,10.0,26.67,17.78,20.74,23.7,11.11,0.529,-0.037,-0.089,5.2,4.692,0.125,0.097,0.098,0.149
asphalt: injection,35.0,33.0,Gameloft,playstation-vita,1.0,6988.0,2011,Action,Ubisoft,0.14,0.06,0.0,0.04,0.24,49,18.6,53.49,4.65,18.6,4.65,0.0,15.0,0.0,0.0,10.0,25.0,0.0,35.0,10.0,5.0,23.81,11.11,22.22,23.81,19.05,0.421,-0.019,-0.304,5.2,5.333,0.02,-0.009,0.006,0.035
asphalt: urban gt,16.0,38.0,Gameloft,ds,1.0,3380.0,2004,Racing,Ubisoft,0.31,0.22,0.0,0.06,0.5900000000000001,60,35.09,47.37,3.51,10.53,3.51,0.0,5.26,2.63,21.05,0.0,36.84,7.89,7.89,5.26,13.16,29.91,21.37,4.27,28.21,16.24,0.792,0.14,0.337,7.4,7.143,0.419,0.394,0.402,0.486
assassin's creed,1496.0,77.0,Ubisoft Montreal,"playstation-3, xbox-360, pc",3.0,880.0,2007,Adventure,Ubisoft,5.199999999999999,4.48,0.16,1.46,11.3,81,15.22,67.34,2.17,14.79,0.47,0.07,4.33,0.07,19.92,0.2,42.64,1.4,21.32,4.2,5.86,44.74,23.17,5.92,12.96,13.21,0.301,0.047,-0.065,7.229,6.798,0.088,0.073,0.076,0.076
assassin's creed chronicles: china,147.0,45.0,Climax Studios,pc,1.0,14085.0,2015,Action,Ubisoft,0.0,0.03,0.0,0.01,0.04,69,32.5,53.75,6.25,6.25,1.25,1.67,1.67,0.0,11.67,0.0,1.67,28.33,1.67,1.67,51.67,46.3,23.15,0.93,15.74,13.89,0.304,-0.009,-0.242,5.4,5.375,0.008,-0.014,-0.023,-0.037
assassin's creed ii,2542.0,82.0,Ubisoft Montreal,"playstation-3, xbox-360, pc",3.0,1287.33,2009,Action,Ubisoft,5.65,3.96,0.29,1.49,11.39,90,15.11,73.43,1.89,9.27,0.3,0.0,4.88,0.17,11.67,0.11,36.14,0.67,35.8,7.3,3.25,39.52,36.17,5.36,10.18,8.77,0.624,0.179,0.584,8.638,8.581,0.465,0.457,0.478,0.578
assassin's creed ii: discovery,32.0,20.0,Griptonite Games,ds,1.0,6143.0,2009,Action,Ubisoft,0.15,0.11,0.0,0.03,0.29,69,23.76,57.43,1.98,14.85,1.98,0.0,2.74,0.0,23.29,2.74,10.96,19.18,2.74,0.0,38.36,42.55,19.68,6.38,14.89,16.49,0.28,0.024,0.359,6.4,5.833,0.225,0.223,0.277,0.29
assassin's creed iii,1873.0,61.0,Ubisoft,"playstation-3, xbox-360, pc, wii-u",4.0,1926.75,2012,Action,Ubisoft,6.24,4.93,0.19,1.74,13.1,84,16.95,67.19,2.44,12.82,0.6,0.24,6.75,0.08,11.46,0.08,29.84,0.65,38.13,9.19,3.58,47.98,21.66,13.54,11.58,5.23,0.345,0.056,-0.084,6.898,6.824,0.099,0.081,0.078,0.068
assassin's creed iii: liberation,448.0,71.0,Ubisoft Sofia,playstation-vita,1.0,1288.0,2012,Action,Ubisoft,0.58,0.55,0.06,0.28,1.47,70,19.57,71.3,1.52,6.74,0.87,1.2,3.6,0.4,21.6,0.4,46.8,0.0,13.2,1.2,11.6,32.39,14.93,16.87,25.37,10.45,0.305,-0.021,-0.486,6.7,5.702,-0.082,-0.111,-0.104,-0.139
assassin's creed iv: black flag,1943.0,36.0,Ubisoft,"playstation-3, xbox-360, playstation-4, xbox-one, pc, wii-u",6.0,1821.33,2013,Action,Ubisoft,6.17,5.18,0.2,1.65,13.2,88,15.55,75.84,1.99,6.06,0.56,0.23,11.5,0.23,2.82,0.0,13.15,0.47,50.82,20.19,0.59,39.45,26.9,15.17,13.45,5.04,0.611,0.139,0.342,7.923,8.227,0.362,0.346,0.377,0.456
assassin's creed syndicate,2621.0,88.0,Ubisoft Quebec,"playstation-4, xbox-one, pc",3.0,3172.67,2015,Action,Ubisoft,1.51,2.56,0.06,0.63,4.76,76,17.86,75.47,2.64,3.65,0.38,0.9,5.73,0.0,4.12,0.36,17.2,0.9,58.6,10.57,1.61,39.43,29.01,12.67,14.2,4.7,0.359,0.08,0.01,6.761,6.781,0.144,0.129,0.14,0.142
assassin's creed: bloodlines,152.0,38.0,Griptonite Games,psp,1.0,1605.0,2009,Action,Ubisoft,0.43,0.48,0.05,0.28,1.24,63,23.24,56.04,5.41,7.03,8.29,0.24,12.26,0.47,31.37,1.89,20.75,7.31,4.95,0.47,20.28,32.78,34.99,6.64,12.62,12.96,0.397,0.05,0.23,6.8,7.176,0.225,0.214,0.238,0.287
assassin's creed: brotherhood,1457.0,81.0,Ubisoft Montreal,"playstation-3, xbox-360, pc",3.0,1427.0,2010,Action,Ubisoft,4.86,1.3,0.14,0.64,6.94,89,14.66,71.8,1.9,10.13,1.51,0.0,7.6,0.06,11.53,0.13,34.84,0.58,33.68,8.24,3.35,50.06,27.38,5.38,8.95,8.24,0.554,0.111,0.354,8.302,8.212,0.339,0.326,0.337,0.416
assassin's creed: revelations,1121.0,77.0,Ubisoft Montreal,"playstation-3, xbox-360, pc",3.0,1084.0,2011,Action,Ubisoft,3.8,3.97,0.14,1.29,9.2,80,17.57,71.89,1.82,8.2,0.52,0.18,4.85,0.18,14.91,0.09,40.7,0.45,27.85,4.58,6.2,50.78,25.02,8.68,9.95,5.57,0.51,0.125,0.3,7.566,7.485,0.31,0.297,0.315,0.378
