GVID,GameID,Year,Genre,Publisher,developer,Total_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales,user_review_count,critic_review_count
1,1,2008,Action,Activision,Treyarch,3.91,1.84,1.35,0.04,0.68,76,69
2,2,2008,Misc,Nintendo,Genius Sonority Inc.,0.67,0.13,0.52,0.0,0.02,11,7
3,3,2008,Puzzle,Nordcurrent,Nordcurrent,0.1999999999999999,0.05,0.13,0.0,0.02,4,13
4,4,2006,Simulation,Deep Silver,Related Designs,0.3,0.0,0.25,0.0,0.05,26,30
5,5,2001,Racing,Acclaim Entertainment,Acclaim Studios Cheltenham,0.51,0.29,0.1699999999999999,0.0,0.05,5,17
6,6,2002,Sports,Electronic Arts,EA Sports,0.84,0.39,0.22,0.16,0.0699999999999999,14,19
7,7,2010,Sports,Electronic Arts,Electronic Arts,3.0,0.94,1.46,0.13,0.47,52,61
8,8,2014,Sports,Electronic Arts,EA Canada,1.1700000000000002,0.29,0.67,0.01,0.2,119,33
9,9,2006,Adventure,Sony,SCE Studio Cambridge,0.31,0.15,0.12,0.0,0.04,28,53
10,10,2006,Shooter,Eidos Interactive,Ritual Entertainment,0.59,0.47,0.05,0.0,0.0699999999999999,24,23
11,11,2007,Action,Warner Bros. Interactive Entertainment,Collision Studios,0.41,0.27,0.08,0.0,0.06,29,31
12,12,2009,Role-Playing,SouthPeak Games,Silicon Studio,0.5800000000000001,0.36,0.12,0.03,0.07,76,66
13,13,2001,Racing,Gathering of Developers,Terminal Reality,0.38,0.29,0.08,0.0,0.01,0,15
14,14,2001,Racing,Gathering of Developers,Terminal Reality,0.32,0.16,0.12,0.0,0.04,19,23
15,15,2009,Shooter,THQ,Swordfish Studios,0.41,0.22,0.13,0.01,0.05,55,54
16,16,2005,Action,Vivendi Games,High Voltage Software,2.31,1.26,0.86,0.0,0.19,12,25
17,17,2016,Action,Telltale Games,Iron Galaxy Studios,0.16,0.05,0.09,0.0,0.02,218,17
18,18,2007,Puzzle,Funsta,Hot Lava Games,0.2,0.17,0.01,0.0,0.02,4,10
19,19,2015,Role-Playing,Sega,Sega,0.15,0.03,0.0,0.12,0.0,60,31
20,20,2009,Platform,Majesco,WayForward,0.2299999999999999,0.19,0.02,0.0,0.02,35,43
21,21,2010,Adventure,Deep Silver,Daedalic Entertainment,0.06,0.0,0.05,0.0,0.01,99,20
22,22,2009,Role-Playing,Nippon Ichi Software,Nippon Ichi Software,0.12,0.08,0.0,0.03,0.01,8,17
23,23,2009,Adventure,Capcom,Capcom,0.76,0.27,0.15,0.3,0.04,114,51
24,24,2001,Simulation,Sony,Project Aces,3.17,2.06,0.56,0.38,0.17,119,22
25,25,2004,Simulation,Sony,Project Aces,1.72,0.88,0.34,0.32,0.18,130,57
26,26,2007,Simulation,Atari,Project Aces,1.01,0.69,0.04,0.22,0.06,73,54
27,27,2006,Simulation,Namco Bandai Games,Project Aces,0.99,0.37,0.31,0.12,0.19,37,26
28,28,2006,Simulation,Namco Bandai Games,Project Aces,0.51,0.15,0.12,0.2,0.04,58,45
29,29,2011,Action,Namco Bandai Games,Project Aces,1.24,0.6,0.28,0.25,0.11,98,71
30,30,2011,Simulation,Namco Bandai Games,Project Aces,0.25,0.1,0.06,0.08,0.01,32,37
31,31,2010,Simulation,Namco Bandai Games,Project Aces,0.29,0.06,0.05,0.15,0.03,23,30
32,32,2002,Misc,Activision,Contraband Entertainment,0.54,0.28,0.2,0.0,0.06,8,13
33,33,2001,Strategy,Nintendo,Intelligent Systems,0.7,0.5,0.19,0.0,0.01,157,28
34,34,2003,Strategy,Nintendo,Intelligent Systems,0.65,0.47,0.17,0.0,0.01,88,34
35,35,2008,Strategy,Nintendo,Intelligent Systems,0.6300000000000001,0.44,0.13,0.0,0.06,90,55
36,36,2005,Strategy,Nintendo,Intelligent Systems,0.3999999999999999,0.3,0.03,0.04,0.03,141,49
37,37,2005,Action,THQ,GlyphX Games,0.13,0.1,0.03,0.0,0.0,12,50
38,38,2015,Action,Little Orbit,Vicious Cycle,0.45,0.14,0.26,0.0,0.05,17,9
39,39,2008,Role-Playing,Zushi Games,Global A,0.12,0.1,0.0,0.01,0.01,10,7
40,40,2002,Simulation,Sega,Sega AM2,0.08,0.04,0.03,0.0,0.01,4,18
41,41,2009,Action,Atari,Namco Bandai Games,0.43,0.28,0.1,0.0,0.05,45,70
42,42,2008,Adventure,The Adventure Company,AWE Games,0.0799999999999999,0.06,0.01,0.0,0.01,15,28
43,43,2009,Adventure,JoWood Productions,Artefacts Studio,0.12,0.08,0.03,0.0,0.01,43,17
44,44,2010,Role-Playing,Funcom,Funcom,0.02,0.0,0.02,0.0,0.0,43,14
45,45,2005,Strategy,Microsoft,Ensemble Studios,0.39,0.0,0.32,0.0,0.07,713,52
46,46,2007,Strategy,Microsoft,Big Huge Games,0.06,0.0,0.05,0.0,0.01,98,19
47,47,2011,Strategy,Microsoft,Gas Powered Games,0.06,0.01,0.04,0.0,0.01,190,44
48,48,2008,Strategy,THQ,Griptonite Games,0.22,0.17,0.03,0.0,0.02,47,28
49,49,2006,Strategy,THQ,Backbone Entertainment,0.2299999999999999,0.19,0.02,0.0,0.02,54,38
50,50,2002,Strategy,Microsoft,Ensemble Studios,0.09,0.02,0.06,0.0,0.01,838,31
51,51,2003,Strategy,Microsoft,Ensemble Studios,0.03,0.01,0.02,0.0,0.0,194,25
52,52,2002,Sports,Acclaim Entertainment,Ltd.,0.45,0.26,0.15,0.0,0.04,13,31
53,53,2001,Role-Playing,THQ,H2O Interactive,0.1,0.08,0.02,0.0,0.0,18,7
54,54,2011,Simulation,bitComposer Games,Games Farm,0.31,0.16,0.1,0.0,0.05,0,14
55,55,2001,Sports,Sony,Criterion Games,0.23,0.11,0.09,0.0,0.03,9,18
56,56,2001,Shooter,Konami Digital Entertainment,KCE Studios,0.22,0.16,0.05,0.0,0.01,0,21
57,57,2010,Action,Microsoft,Remedy Entertainment,1.42,0.66,0.5700000000000001,0.05,0.14,1294,100
58,58,2011,Adventure,Electronic Arts,Spicy Horse,1.22,0.49,0.5,0.08,0.15,298,67
59,59,2004,Shooter,Zoo,The Behemoth,0.19,0.12,0.06,0.0,0.01,21,47
60,60,2014,Shooter,Sega,Creative Assembly,2.46,0.8300000000000001,1.25,0.04,0.34,1651,50
61,61,2009,Action,Playlogic Game Factory,Engine Software,0.13,0.12,0.0,0.0,0.01,0,7
62,62,2003,Strategy,Electronic Arts,Zono Inc.,0.26,0.15,0.09,0.0,0.02,17,19
63,63,2013,Shooter,Sega,Gearbox Software,1.62,0.66,0.74,0.0,0.22,487,47
64,64,2011,Action,Sega,Gearbox Software,0.18,0.1,0.06,0.0,0.02,40,43
65,65,2007,Sports,Take-Two Interactive,Visual Concepts,0.41,0.38,0.0,0.0,0.03,6,23
66,66,2001,Sports,Acclaim Entertainment,Acclaim Studios Austin,0.77,0.44,0.25,0.0,0.08,6,17
67,67,2008,Adventure,Atari,Pieces Interactive,0.7499999999999999,0.26,0.41,0.0,0.08,305,77
68,68,2001,Adventure,Infogrames,Spiral House,0.16,0.09,0.06,0.0,0.01,64,16
69,69,2010,Role-Playing,Sega,Obsidian Entertainment,0.88,0.42,0.3399999999999999,0.0,0.12,137,68
70,70,2003,Shooter,THQ,Outrage Games,0.18,0.1,0.06,0.0,0.02,0,26
71,71,2003,Misc,Codemasters,Hothouse Creations,0.76,0.42,0.27,0.0,0.07,4,14
72,72,2003,Sports,Microsoft,Indie Built,0.25,0.2,0.04,0.0,0.01,9,34
73,73,2005,Sports,Take-Two Interactive,2K Sports,0.16,0.13,0.02,0.0,0.01,23,49
74,74,2001,Sports,Microsoft,Indie Built,0.82,0.69,0.11,0.0,0.02,14,30
75,75,2003,Misc,Sony,Harmonix Music Systems,0.18,0.09,0.07,0.0,0.02,51,60
76,76,2012,Action,Sega,PlatinumGames,0.37,0.21,0.05,0.08,0.03,121,38
77,77,2011,Puzzle,Focus Home Interactive,Rovio Entertainment,0.2299999999999999,0.0,0.18,0.0,0.05,84,14
78,78,2012,Action,Activision,Rovio Entertainment,1.05,0.6799999999999999,0.28,0.0,0.09,34,13
79,79,2001,Simulation,Nintendo,Nintendo,3.16,1.92,0.16,0.99,0.09,165,42
80,80,2015,Misc,Nintendo,Nd Cube,0.42,0.19,0.11,0.09,0.03,266,20
81,81,2008,Simulation,Nintendo,Nintendo,4.680000000000001,1.87,1.12,1.32,0.37,146,50
82,82,2015,Simulation,Nintendo,Nintendo,2.98,0.47,1.0,1.39,0.12,143,61
83,83,2012,Simulation,Nintendo,Nintendo,9.1,2.01,2.32,4.36,0.41,976,70
84,84,2005,Simulation,Nintendo,Nintendo,12.28,2.55,3.52,5.33,0.88,213,57
85,85,2011,Strategy,Ubisoft,Blue Byte,1.45,0.0,1.13,0.0,0.32,556,33
86,86,2015,Strategy,Ubisoft,Blue Byte,0.25,0.02,0.22,0.0,0.01,338,45
87,87,2010,Simulation,Activision,Gaijin Entertainment,0.42,0.2299999999999999,0.14,0.0,0.05,29,26
88,88,2002,Platform,Sony,SCE Japan Studio,0.62,0.12,0.09,0.38,0.03,51,31
89,89,2005,Platform,Sony,SCE Japan Studio,0.13,0.06,0.05,0.0,0.02,43,51
90,90,2004,Misc,Sony,Shift,0.33,0.13,0.15,0.0,0.05,10,48
91,91,2005,Platform,Sony,SIMS,0.7000000000000001,0.52,0.01,0.12,0.05,15,35
92,92,2004,Misc,Sony,SCEI,0.08,0.04,0.03,0.0,0.01,8,21
93,93,2007,Adventure,Capcom,Capcom,1.06,0.32,0.06,0.64,0.04,121,48
94,94,2012,Fighting,Aqua Plus,Examu,0.11,0.05,0.0,0.05,0.01,23,13
95,95,2014,Role-Playing,Tecmo Koei,Gust,0.21,0.05,0.04,0.1,0.02,60,23
96,96,2010,Role-Playing,Tecmo Koei,Gust,0.23,0.08,0.01,0.13,0.01,76,27
97,97,2006,Role-Playing,505 Games,Gust,0.1,0.0,0.0,0.1,0.0,55,30
98,98,2009,Role-Playing,Marvelous,Imageepoch,0.2,0.13,0.0,0.06,0.01,46,26
99,99,2003,Role-Playing,Sony,Cattle Call,0.37,0.18,0.14,0.0,0.05,43,39
100,100,2007,Fighting,AQ Interactive,Examu,0.1699999999999999,0.06,0.05,0.04,0.02,6,12
101,101,2010,Role-Playing,JoWood Productions,Spellbound,0.33,0.16,0.12,0.01,0.04,471,25
102,102,2001,Racing,Midway Games,Inland Productions,0.47,0.26,0.16,0.0,0.05,7,23
103,103,2009,Shooter,505 Games,Bohemia Interactive,0.15,0.0,0.12,0.0,0.03,374,38
104,104,2003,Shooter,LucasArts,Planet Moon Studios,0.12,0.09,0.03,0.0,0.0,15,41
105,105,2001,Simulation,Metro 3D,From Software,0.41,0.11,0.08,0.19,0.03,12,16
106,106,2002,Simulation,Metro 3D,From Software,0.6799999999999999,0.22,0.17,0.23,0.06,21,23
107,107,2007,Simulation,505 Games,From Software,0.44,0.28,0.01,0.12,0.03,33,36
108,108,2012,Simulation,Namco Bandai Games,From Software,0.6000000000000001,0.22,0.07,0.2799999999999999,0.03,46,37
109,109,2008,Simulation,Ubisoft,From Software,0.34,0.12,0.03,0.17,0.02,29,22
110,110,2005,Simulation,505 Games,From Software,0.18,0.05,0.04,0.08,0.01,21,16
111,111,2004,Simulation,Indie Games,From Software,0.27,0.06,0.05,0.14,0.02,12,19
112,112,2013,Simulation,From Software,From Software,0.12,0.0,0.0,0.12,0.0,43,18
113,113,2011,Action,Square,Inc.,0.11,0.05,0.04,0.0,0.02,29,43
114,114,2001,Action,3DO,3DO,0.19,0.1,0.07,0.0,0.02,4,13
115,115,2002,Strategy,3DO,Pandemic Studios,0.16,0.1,0.05,0.0,0.01,8,14
116,116,2004,Shooter,Global Star,Tactical Development,0.26,0.21,0.05,0.0,0.0,0,26
117,117,2008,Shooter,Electronic Arts,EA Montreal,2.8200000000000003,1.83,0.64,0.04,0.31,153,76
118,118,2010,Shooter,Electronic Arts,EA Montreal,2.11,1.18,0.64,0.01,0.28,102,79
119,119,2013,Shooter,Electronic Arts,Visceral Games,0.53,0.27,0.18,0.01,0.07,226,55
120,120,2015,Action,Tecmo Koei,Omega Force,0.14,0.03,0.01,0.09,0.01,34,43
121,121,2010,Misc,Nintendo,Headstrong Games,2.5700000000000003,0.28,1.68,0.33,0.28,9,15
122,122,2012,Action,Nintendo,Headstrong Games,0.46,0.2,0.03,0.21,0.02,26,14
123,123,2003,Role-Playing,Mindscape,Arkane Studios,0.05,0.04,0.01,0.0,0.0,8,31
124,124,2011,Racing,Ubisoft,Gameloft,0.49,0.27,0.16,0.02,0.04,39,37
125,125,2011,Action,Ubisoft,Gameloft,0.24,0.14,0.06,0.0,0.04,35,33
126,126,2004,Racing,Ubisoft,Gameloft,0.5900000000000001,0.31,0.22,0.0,0.06,16,38
127,127,2007,Adventure,Ubisoft,Ubisoft Montreal,11.3,5.199999999999999,4.48,0.16,1.46,1496,77
128,128,2015,Action,Ubisoft,Climax Studios,0.04,0.0,0.03,0.0,0.01,147,45
129,129,2009,Action,Ubisoft,Ubisoft Montreal,11.39,5.65,3.96,0.29,1.49,2542,82
130,130,2009,Action,Ubisoft,Griptonite Games,0.29,0.15,0.11,0.0,0.03,32,20
131,131,2012,Action,Ubisoft,Ubisoft,13.1,6.24,4.93,0.19,1.74,1873,61
132,132,2012,Action,Ubisoft,Ubisoft Sofia,1.47,0.58,0.55,0.06,0.28,448,71
133,133,2013,Action,Ubisoft,Ubisoft,13.2,6.17,5.18,0.2,1.65,1943,36
134,134,2015,Action,Ubisoft,Ubisoft Quebec,4.76,1.51,2.56,0.06,0.63,2621,88
135,135,2009,Action,Ubisoft,Griptonite Games,1.24,0.43,0.48,0.05,0.28,152,38
136,136,2010,Action,Ubisoft,Ubisoft Montreal,6.94,4.86,1.3,0.14,0.64,1457,81
137,137,2011,Action,Ubisoft,Ubisoft Montreal,9.2,3.8,3.97,0.14,1.29,1121,77
138,138,2016,Racing,505 Games,Kunos Simulazioni,0.06,0.0,0.05,0.0,0.01,166,35
139,139,2004,Action,Sega,Sonic Team,0.08,0.04,0.03,0.0,0.01,14,29
140,140,2003,Action,THQ,Treasure,0.08,0.06,0.02,0.0,0.0,36,37
141,141,2009,Action,D3Publisher,High Voltage Software,0.35,0.28,0.04,0.0,0.03,4,17
142,142,2012,Action,Capcom,CyberConnect2,0.6499999999999999,0.3299999999999999,0.18,0.0699999999999999,0.07,218,54
143,143,2002,Misc,Atari,Digital Eclipse,0.18,0.13,0.05,0.0,0.0,0,7
144,144,2004,Misc,Atari,Digital Eclipse,0.6400000000000001,0.52,0.06,0.0,0.06,0,15
145,145,2009,Role-Playing,Gust,Gust,0.12,0.08,0.0,0.03,0.01,11,11
146,146,2012,Role-Playing,Tecmo Koei,Gust,0.31,0.06,0.04,0.19,0.02,58,20
147,147,2013,Role-Playing,Tecmo Koei,Gust,0.26,0.06,0.04,0.14,0.02,94,27
148,148,2004,Role-Playing,Tecmo Koei,Gust,0.16,0.08,0.06,0.0,0.02,38,38
149,149,2014,Role-Playing,Tecmo Koei,Gust,0.21,0.06,0.05,0.08,0.02,24,27
150,150,2015,Role-Playing,Tecmo Koei,Gust,0.19,0.01,0.02,0.15,0.01,90,32
151,151,2010,Role-Playing,Nippon Ichi Software,Gust,0.52,0.12,0.07,0.3,0.03,89,19
152,152,2004,Sports,Sony,Eurocom,0.26,0.13,0.1,0.0,0.03,7,57
153,153,2013,Action,Screenlife,Spike Chunsoft,0.41,0.0,0.0,0.41,0.0,40,22
154,154,2001,Racing,Sony,Rainbow Studios,2.41,2.07,0.26,0.0,0.08,26,16
155,155,2002,Racing,THQ,Rainbow Studios,2.18,1.92,0.2,0.0,0.06,27,26
156,156,2004,Racing,SouthPeak Games,Climax Studios,1.2,1.0,0.04,0.0,0.16,12,37
157,157,2006,Racing,Sony,Climax Studios,0.4599999999999999,0.37,0.04,0.0,0.05,5,32
158,158,2003,Racing,Acclaim Entertainment,Climax Studios,1.5699999999999998,0.99,0.45,0.0,0.13,4,19
159,159,2002,Racing,Capcom,Capcom,0.42,0.21,0.16,0.0,0.05,16,20
160,160,2008,Role-Playing,Rising Star Games,Marvelous Entertainment,0.24,0.11,0.0,0.12,0.01,11,29
161,161,2006,Adventure,THQ,AWE Games,1.2300000000000002,1.03,0.13,0.0,0.07,15,15
162,162,2007,Action,THQ,THQ,1.15,0.87,0.17,0.0,0.11,19,7
163,163,2001,Action,Microsoft,Adrenium,0.24,0.18,0.05,0.0,0.01,6,26
164,164,2015,Adventure,Telltale Games,Iron Galaxy Studios,0.36,0.24,0.08,0.0,0.04,14,7
165,165,2004,Fighting,Eidos Interactive,Paradox Development,0.41,0.23,0.14,0.0,0.04,10,23
166,166,2003,Fighting,Eidos Interactive,Paradox Development,0.7899999999999999,0.43,0.27,0.0,0.09,10,24
167,167,2004,Shooter,Empire Interactive,Blitz Games,1.38,0.7300000000000001,0.49,0.0,0.16,5,20
168,168,2001,Role-Playing,Virgin Interactive,Snowblind Studios,1.62,0.89,0.5599999999999999,0.0,0.17,144,29
169,169,2004,Role-Playing,Interplay,Black Isle Studios,0.95,0.53,0.32,0.0,0.0999999999999999,85,44
170,170,2009,Misc,Activision,Neversoft Entertainment,3.41,1.88,1.01,0.0,0.52,17,52
171,171,2003,Platform,THQ,Rare Ltd.,0.3399999999999999,0.24,0.09,0.0,0.01,32,21
172,172,2008,Platform,Microsoft,Rare Ltd.,0.7699999999999999,0.32,0.36,0.0,0.09,249,71
173,173,2005,Racing,THQ,Rare Ltd.,0.1,0.07,0.03,0.0,0.0,14,22
174,174,2007,Role-Playing,Rising Star Games,Sting,0.19,0.12,0.04,0.02,0.01,12,22
175,175,2006,Role-Playing,Unknown,Namco Bandai Games,0.1,0.06,0.02,0.02,0.0,35,21
176,176,2003,Role-Playing,Nintendo,Monolith Soft,0.27,0.21,0.05,0.0,0.01,83,48
177,177,2005,Action,Electronic Arts,Eurocom,1.07,0.66,0.33,0.0,0.08,29,56
178,178,2009,Action,Eidos Interactive,Rocksteady Studios,8.07,4.43,2.58,0.09,0.97,2013,78
179,179,2011,Action,Warner Bros. Interactive Entertainment,Rocksteady Studios,11.18,6.0200000000000005,3.68,0.15,1.33,2944,87
180,180,2015,Action,Warner Bros. Interactive Entertainment,Rocksteady Studios,5.35,2.43,2.0700000000000003,0.1,0.75,5679,90
181,181,2013,Action,Warner Bros. Interactive Entertainment,WB Games Montreal,4.959999999999999,2.55,1.73,0.04,0.64,1073,46
182,182,2013,Action,Warner Bros. Interactive Entertainment,Armature Studio,0.8,0.36,0.29,0.0,0.15,152,38
183,183,2003,Action,Kemco,Kemco,0.18,0.14,0.04,0.0,0.0,18,14
184,184,2003,Action,Ubisoft,Ubisoft Montreal,0.5800000000000001,0.35,0.18,0.0,0.05,15,21
185,185,2001,Adventure,Ubisoft,Ubisoft,0.99,0.6000000000000001,0.31,0.0,0.08,17,19
186,186,2005,Strategy,Nintendo,Kuju Entertainment,0.4,0.25,0.07,0.07,0.01,19,43
187,187,2007,Strategy,Nintendo,Kuju Entertainment,0.35,0.22,0.03,0.08,0.02,40,38
188,188,2008,Fighting,505 Games,Arc System Works,0.1,0.07,0.0,0.02,0.01,6,22
189,189,2016,Shooter,Take-Two Interactive,Gearbox Software,0.42,0.2,0.15,0.01,0.06,430,55
190,190,2002,Shooter,Electronic Arts,Digital Illusions,0.02,0.01,0.01,0.0,0.0,499,27
191,191,2005,Shooter,Electronic Arts,Digital Illusions,0.09,0.0,0.07,0.0,0.02,932,55
192,192,2006,Shooter,Electronic Arts,EA DICE,0.02,0.0,0.02,0.0,0.0,191,48
193,193,2005,Shooter,Electronic Arts,Digital Illusions,1.41,1.11,0.18,0.01,0.11,39,54
194,194,2011,Shooter,Electronic Arts,EA DICE,17.37,8.2,6.49,0.41,2.27,5892,61
195,195,2013,Shooter,Electronic Arts,EA DICE,14.04,6.41,5.57,0.46,1.6,4414,52
196,196,2004,Shooter,Electronic Arts,Digital Illusions,0.02,0.0,0.02,0.0,0.0,152,48
197,197,2008,Shooter,Electronic Arts,EA DICE,2.81,1.57,0.8200000000000001,0.09,0.3299999999999999,209,70
198,198,2010,Shooter,Electronic Arts,EA DICE,7.17,3.61,2.67,0.12,0.77,602,75
199,199,2005,Strategy,Ubisoft,Ubisoft Montreal,0.12,0.1,0.01,0.0,0.01,5,16
200,200,2007,Strategy,Eidos Interactive,Eidos Interactive,0.26,0.21,0.03,0.0,0.02,10,55
201,201,2009,Strategy,Eidos Interactive,Eidos Interactive,0.35,0.17,0.1399999999999999,0.01,0.03,30,48
202,202,2009,Action,Sega,PlatinumGames,2.17,0.95,0.6699999999999999,0.3,0.25,747,86
203,203,2014,Action,Nintendo,PlatinumGames,1.02,0.34,0.28,0.1,0.3,1440,80
204,204,2002,Sports,Sega,Sega AM2,0.1,0.08,0.02,0.0,0.0,11,31
205,205,2005,Action,Capcom,Cavia Inc.,0.17,0.04,0.03,0.09,0.01,20,33
206,206,2009,Misc,Take-Two Interactive,Rockstar Leeds,0.1,0.06,0.02,0.0,0.02,8,44
207,207,2007,Puzzle,Namco Bandai Games,Now Production,0.33,0.14,0.02,0.15,0.02,34,52
208,208,2010,Puzzle,Unknown,PopCap,0.73,0.6,0.07,0.0,0.06,118,27
209,209,2010,Puzzle,PopCap Games,PopCap,0.16,0.01,0.13,0.0,0.02,14,12
210,210,2009,Action,D3Publisher,Papaya Studio,1.7999999999999998,0.8200000000000001,0.62,0.0,0.36,27,9
211,211,2007,Action,Ubisoft,Ubisoft Shanghai,0.65,0.58,0.02,0.0,0.05,20,23
212,212,2003,Adventure,Ubisoft,Ubisoft Montpellier,0.4999999999999999,0.3,0.16,0.0,0.04,175,45
213,213,2013,Adventure,Sony,Quantic Dream,1.8,0.52,0.88,0.06,0.34,3055,98
214,214,2005,Misc,Nintendo,Nintendo,6.669999999999999,1.67,2.78,1.6,0.62,15,45
215,215,2007,Misc,Nintendo,Nintendo,3.830000000000001,1.06,1.93,0.41,0.43,16,33
216,216,2002,Racing,Empire Interactive,Eutechnyx,1.16,0.6499999999999999,0.39,0.0,0.12,13,15
217,217,2003,Platform,Sega,Sonic Team,0.25,0.19,0.05,0.0,0.01,25,37
218,218,2012,Action,Sega,Ryu ga Gotoku Studios,0.54,0.18,0.15,0.16,0.05,230,43
219,219,2003,Action,Electronic Arts,Argonaut Games,0.7899999999999999,0.48,0.24,0.0,0.0699999999999999,32,7
220,220,2006,Shooter,Eidos Interactive,Traveller's Tales,0.27,0.23,0.03,0.0,0.01,26,26
221,221,2007,Shooter,Take-Two Interactive,2K Marin,4.719999999999999,2.41,1.74,0.06,0.51,2973,88
222,222,2010,Shooter,Take-Two Interactive,2K Marin,4.02,2.32,1.21,0.04,0.45,875,93
223,223,2013,Shooter,Take-Two Interactive,Irrational Games,4.379999999999999,2.22,1.5599999999999998,0.06,0.54,10590,68
224,224,2012,Simulation,Konami Digital Entertainment,Gaijin Entertainment,0.41,0.21,0.13,0.02,0.05,24,27
225,225,2006,Shooter,Electronic Arts,Criterion Games,1.65,1.32,0.13,0.03,0.17,81,65
226,226,2003,Fighting,Vivendi Games,Digital Fiction,0.21,0.12,0.0699999999999999,0.0,0.02,0,20
227,227,2001,Strategy,Electronic Arts,Lionhead Studios,0.05,0.0,0.04,0.0,0.01,391,34
228,228,2005,Strategy,Electronic Arts,Lionhead Studios,0.09,0.01,0.07,0.0,0.01,105,50
229,229,2007,Shooter,Midway Games,Midway Studios - Austin,0.6699999999999999,0.36,0.24,0.0,0.0699999999999999,34,48
230,230,2002,Action,Activision,Mucky Foot Productions,0.44,0.25,0.15,0.0,0.04,16,21
231,231,2012,Action,Konami Digital Entertainment,Gaijin Entertainment,0.2,0.11,0.06,0.01,0.02,37,23
232,232,2015,Action,Tecmo Koei,Omega Force,0.24,0.1,0.06,0.06,0.02,29,33
233,233,2007,Action,Tecmo Koei,Omega Force,0.39,0.18,0.04,0.14,0.03,12,26
234,234,2009,Fighting,PQube,Arc System Works,0.95,0.57,0.19,0.1,0.09,35,51
235,235,2013,Fighting,Arc System Works,Arc System Works,0.3999999999999999,0.19,0.0,0.17,0.04,69,16
236,236,2015,Action,PQube,Arc System Works,0.31,0.12,0.09,0.06,0.04,56,10
237,237,2010,Fighting,PQube,Arc System Works,0.73,0.44,0.12,0.11,0.06,31,32
238,238,2011,Fighting,PQube,Arc System Works,0.22,0.03,0.05,0.12,0.02,102,28
239,239,2011,Fighting,PQube,Arc System Works,0.24,0.08,0.03,0.11,0.02,24,14
240,240,2007,Simulation,Ubisoft,Ubisoft Romania,0.29,0.21,0.05,0.0,0.03,5,24
241,241,2007,Simulation,Ubisoft,Ubisoft,2.02,1.52,0.31,0.0,0.19,8,58
242,242,2007,Fighting,Sega,Treasure,0.15,0.12,0.02,0.0,0.01,23,28
243,243,2006,Fighting,Sega,Polygon Magic,0.33,0.22,0.01,0.08,0.02,14,30
244,244,2011,Fighting,Nippon Ichi Software,Racjin,0.5,0.27,0.11,0.07,0.05,72,34
245,245,2006,Fighting,Sega,Treasure,0.4599999999999999,0.3,0.01,0.12,0.03,21,32
246,246,2004,Platform,Microsoft,Artoon,0.16,0.12,0.03,0.0,0.01,27,53
247,247,2002,Platform,Microsoft,Artoon,0.56,0.39,0.15,0.0,0.02,57,36
248,248,2005,Sports,Unknown,Midway,1.58,1.29,0.14,0.0,0.15,0,30
249,249,2008,Sports,Midway Games,Midway,0.26,0.19,0.04,0.0,0.03,13,34
250,250,2002,Action,Eidos Interactive,Nixxes Software,0.63,0.37,0.1999999999999999,0.0,0.06,15,22
251,251,2001,Shooter,Microsoft,Stormfront Studios,0.5700000000000001,0.43,0.12,0.0,0.02,10,30
252,252,2015,Action,Sony,From Software,2.38,1.0,0.76,0.26,0.36,12836,100
253,253,2002,Shooter,Universal Interactive,Terminal Reality,0.7400000000000001,0.45,0.23,0.0,0.06,17,20
254,254,2004,Shooter,THQ,Terminal Reality,0.41,0.24,0.13,0.0,0.04,7,35
255,255,2001,Fighting,Virgin Interactive,Eighting,0.35,0.15,0.11,0.05,0.04,23,20
256,256,2003,Fighting,Konami Digital Entertainment,Eighting,0.0999999999999999,0.05,0.04,0.0,0.01,26,25
257,257,2002,Fighting,Activision,Eighting,0.18,0.14,0.04,0.0,0.0,21,27
258,258,2003,Shooter,Zoo,Terminal Reality,0.28,0.15,0.0999999999999999,0.0,0.03,0,12
259,259,2006,Role-Playing,Microsoft,Artoon,0.92,0.3,0.33,0.21,0.08,143,56
260,260,2008,Role-Playing,Ignition Entertainment,Brownie Brown,0.22,0.12,0.04,0.05,0.01,8,46
261,261,2010,Racing,Activision,Bizarre Creations,1.39,0.48,0.6900000000000001,0.02,0.2,156,78
262,262,2002,Sports,Acclaim Entertainment,Ltd.,0.31,0.2,0.09,0.0,0.02,7,26
263,263,2003,Role-Playing,Konami Digital Entertainment,KCEJ,0.14,0.1,0.04,0.0,0.0,17,31
264,264,2002,Adventure,Vivendi Games,Hudson,0.26,0.15,0.04,0.06,0.01,23,19
265,265,2007,Misc,Rising Star Games,Racjin,0.4,0.1699999999999999,0.02,0.18,0.03,8,23
266,266,2006,Puzzle,Rising Star Games,Hudson,0.08,0.04,0.0,0.04,0.0,13,15
267,267,2008,Puzzle,Electronic Arts,EA LA,1.2200000000000002,0.72,0.38,0.0,0.12,53,61
268,268,2009,Puzzle,Electronic Arts,EA LA,0.47,0.34,0.09,0.0,0.04,28,48
269,269,2009,Shooter,Take-Two Interactive,Gearbox Software,5.74,3.6,1.49,0.03,0.62,716,83
270,270,2012,Shooter,Take-Two Interactive,Gearbox Software,7.140000000000001,3.79,2.3,0.15,0.8999999999999999,1393,59
