GVID,GameID,Year,Genre,Publisher,developer,Total_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales,user_review_count,critic_review_count
2247,2247,2004,Misc,Sega,Sonic Team,3.81,2.15,1.4,0.0,0.26,50,21
2248,2248,2006,Racing,Sega,Sonic Team,1.56,1.23,0.2299999999999999,0.0,0.1,95,41
2249,2249,2008,Racing,Sega,Sonic Team,1.12,0.59,0.39,0.02,0.12,91,26
2250,2250,2006,Racing,Sega,Backbone Entertainment,1.43,0.73,0.42,0.0,0.28,69,25
2251,2251,2007,Racing,Sega,Backbone Entertainment,1.52,0.44,0.69,0.0,0.39,56,24
2252,2252,2005,Platform,Sega,Sonic Team,3.14,1.22,1.57,0.06,0.29,221,43
2253,2253,2007,Platform,Sega,Dimps Corporation,1.16,0.54,0.49,0.01,0.12,111,32
2254,2254,2008,Platform,Sega,Sonic Team,4.96,2.75,1.38,0.03,0.8,954,50
2255,2255,2009,Misc,Sega,Backbone Entertainment,3.71,2.19,1.08,0.0,0.44,47,45
2256,2256,2012,Action,Sony,The Workshop,0.31,0.14,0.12,0.0,0.05,59,52
2257,2257,2007,Role-Playing,Tecmo Koei,Nippon Ichi Software,0.29,0.14,0.11,0.0,0.04,26,31
2258,2258,2001,Action,Eidos Interactive,Crystal Dynamics,0.55,0.27,0.21,0.0,0.07,70,22
2259,2259,2013,Role-Playing,Sony,comcept,0.55,0.18,0.09,0.22,0.06,311,71
2260,2260,2014,Action,Sony,SCE Japan Studio,0.29,0.01,0.12,0.12,0.04,152,24
2261,2261,2003,Fighting,Namco Bandai Games,Namco,4.550000000000001,2.83,1.12,0.27,0.33,216,45
2262,2262,2005,Fighting,Namco Bandai Games,Namco,1.07,0.74,0.15,0.13,0.05,149,57
2263,2263,2008,Fighting,Ubisoft,Project Soul,3.0500000000000003,1.64,0.85,0.21,0.35,118,65
2264,2264,2007,Action,Namco Bandai Games,Namco,0.18,0.16,0.01,0.0,0.01,20,35
2265,2265,2012,Fighting,Namco Bandai Games,Project Soul,1.35,0.74,0.38,0.09,0.14,152,56
2266,2266,2009,Fighting,Namco Bandai Games,Project Soul,0.51,0.12,0.2,0.07,0.12,53,52
2267,2267,2014,Role-Playing,Ubisoft,Obsidian Entertainment,2.11,1.0599999999999998,0.78,0.0,0.27,2594,48
2268,2268,2015,Strategy,Funbox Media,Full Control,0.01,0.0,0.01,0.0,0.0,169,22
2269,2269,2008,Shooter,Square,Taito Corporation,0.2399999999999999,0.18,0.02,0.02,0.02,16,41
2270,2270,2009,Shooter,Square,Taito Corporation,0.19,0.17,0.01,0.0,0.01,10,38
2271,2271,2005,Action,Sega,Creative Assembly,0.42,0.26,0.13,0.0,0.03,21,36
2272,2272,2003,Action,Electronic Arts,Point of View,0.69,0.4,0.22,0.0,0.0699999999999999,12,33
2273,2273,2012,Shooter,Take-Two Interactive,Yager,1.24,0.51,0.53,0.04,0.16,524,59
2274,2274,2005,Shooter,Hip Interactive,Asobo Studio,0.04,0.03,0.01,0.0,0.0,0,10
2275,2275,2006,Role-Playing,Idea Factory,Xpec,0.09,0.08,0.0,0.0,0.01,11,16
2276,2276,2008,Role-Playing,Nobilis,Idea Factory,0.0999999999999999,0.08,0.0,0.01,0.01,4,8
2277,2277,2007,Role-Playing,Disney Interactive Studios,Jupiter Corporation,0.76,0.67,0.03,0.0,0.06,26,37
2278,2278,2008,Role-Playing,Disney Interactive Studios,Jupiter Corporation,0.52,0.37,0.11,0.0,0.04,24,26
2279,2279,2009,Role-Playing,Disney Interactive Studios,Genki,0.1999999999999999,0.16,0.02,0.0,0.02,15,22
2280,2280,2003,Racing,Acclaim Entertainment,Climax Studios,0.16,0.1,0.05,0.0,0.01,0,16
2281,2281,2003,Action,THQ,Eurocom,0.7,0.42,0.22,0.0,0.06,28,28
2282,2282,2004,Action,Activision,Treyarch,7.620000000000001,4.74,2.14,0.05,0.6900000000000001,89,60
2283,2283,2001,Action,Activision,Vicarious Visions,1.55,0.57,0.87,0.02,0.09,110,15
2284,2284,2007,Platform,Activision,Treyarch,3.43,2.35,0.63,0.03,0.42,69,61
2285,2285,2006,Platform,Activision,Torus Games,0.13,0.12,0.0,0.0,0.01,7,13
2286,2286,2011,Action,Activision,Beenox,0.83,0.57,0.18,0.0,0.08,62,50
2287,2287,2007,Action,Activision,Next Level Games,1.4700000000000002,1.3,0.04,0.0,0.13,37,51
2288,2288,2001,Action,Activision,Vicarious Visions,0.6,0.43,0.16,0.0,0.01,22,8
2289,2289,2010,Action,Activision,Beenox,1.2400000000000002,0.8,0.32,0.0,0.12,183,68
2290,2290,2002,Action,Activision,Treyarch,8.39,5.5600000000000005,2.41,0.05,0.37,31,29
2291,2291,2008,Action,Activision,Treyarch,1.2599999999999998,0.97,0.17,0.0,0.12,135,57
2292,2292,2012,Adventure,Nintendo,Tecmo Koei Games,0.21,0.12,0.02,0.06,0.01,36,35
2293,2293,2001,Racing,Atari,Rainbow Studios,0.81,0.43,0.29,0.0,0.09,7,22
2294,2294,2003,Racing,THQ,Rainbow Studios,0.49,0.24,0.19,0.0,0.06,11,25
2295,2295,2015,Shooter,Nintendo,Nintendo,4.57,1.55,1.15,1.44,0.43,1459,90
2296,2296,2010,Action,Namco Bandai Games,Namco Bandai Games,0.35,0.27,0.05,0.0,0.03,92,51
2297,2297,2003,Platform,THQ,Heavy Iron Studios,4.43,3.15,1.07,0.0,0.21,93,10
2298,2298,2006,Platform,THQ,Blitz Games,1.33,1.15,0.09,0.0,0.09,15,16
2299,2299,2006,Action,THQ,Tantalus,1.26,0.8700000000000001,0.21,0.0,0.18,24,9
2300,2300,2011,Misc,THQ,WayForward,0.42,0.36,0.03,0.0,0.03,9,12
2301,2301,2008,Strategy,Electronic Arts,Maxis,1.1800000000000002,0.03,1.06,0.0,0.09,1038,75
2302,2302,2008,Simulation,Electronic Arts,Griptonite Games,1.08,0.67,0.3,0.0,0.11,14,20
2303,2303,2009,Strategy,Electronic Arts,Electronic Arts,0.01,0.0,0.01,0.0,0.0,74,32
2304,2304,2009,Simulation,Electronic Arts,Maxis,0.42,0.36,0.03,0.0,0.03,15,23
2305,2305,2010,Sports,Sony,Zindagi Games,3.87,2.12,1.14,0.1,0.51,128,64
2306,2306,2001,Racing,Midway Games,Paradigm Entertainment,2.21,1.5399999999999998,0.43,0.0,0.24,14,28
2307,2307,2002,Platform,Vivendi Games,Digital Eclipse,1.58,0.85,0.65,0.0,0.08,25,18
2308,2308,2004,Action,Vivendi Games,Vicarious Visions,0.57,0.41,0.15,0.0,0.01,21,25
2309,2309,2004,Platform,Vivendi Games,Eurocom,1.09,0.65,0.3399999999999999,0.0,0.1,21,17
2310,2310,2003,Platform,Universal Interactive,Digital Eclipse,0.31,0.22,0.08,0.0,0.01,19,13
2311,2311,2002,Platform,Universal Interactive,Check Six Games,2.68,1.29,1.09,0.0,0.3,123,20
2312,2312,2001,Platform,Vivendi Games,Digital Eclipse,2.23,1.29,0.83,0.0,0.11,27,16
2313,2313,2005,Action,Vivendi Games,Amaze Entertainment,0.16,0.14,0.01,0.0,0.01,20,18
2314,2314,2003,Sports,Electronic Arts,EA Canada,2.55,1.6,0.71,0.0,0.24,171,41
2315,2315,2007,Sports,Electronic Arts,EA Montreal,0.3299999999999999,0.29,0.01,0.0,0.03,10,52
2316,2316,2005,Sports,Electronic Arts,EA Canada,1.06,0.68,0.28,0.0,0.1,32,41
2317,2317,2001,Sports,Electronic Arts,EA Canada,2.89,1.73,0.91,0.0,0.25,110,33
2318,2318,2011,Shooter,Nintendo,Q-Games,0.95,0.48,0.27,0.13,0.07,289,65
2319,2319,2002,Adventure,Nintendo,Rare Ltd.,1.88,0.96,0.53,0.3,0.09,198,39
2320,2320,2006,Shooter,Nintendo,Q-Games,0.54,0.39,0.01,0.1,0.04,53,56
2321,2321,2005,Shooter,Nintendo,Namco,1.08,0.68,0.18,0.19,0.03,121,59
2322,2322,2007,Role-Playing,Square,TOSE,0.65,0.2,0.14,0.22,0.09,40,32
2323,2323,2008,Role-Playing,Square,TOSE,0.34,0.14,0.02,0.16,0.02,40,37
2324,2324,2009,Role-Playing,Square,Square Enix,0.79,0.32,0.2,0.21,0.06,83,56
2325,2325,2003,Role-Playing,Ubisoft,Tri-Ace,1.71,0.8,0.21,0.55,0.15,118,55
2326,2326,2010,Role-Playing,Atari,Cryptic Studios,0.02,0.0,0.02,0.0,0.0,314,34
2327,2327,2007,Strategy,Bethesda Softworks,4J Studios,0.2399999999999999,0.1699999999999999,0.05,0.0,0.02,4,18
2328,2328,2006,Simulation,Ubisoft,Mad Doc Software,0.2,0.14,0.04,0.0,0.02,11,41
2329,2329,2004,Simulation,Global Star,Starsphere Interactive,0.14,0.08,0.05,0.0,0.01,0,21
2330,2330,2006,Strategy,Ubisoft,Quicksilver Software,0.09,0.07,0.02,0.0,0.0,6,15
2331,2331,2001,Shooter,Codemasters,Raven Software,0.15,0.07,0.06,0.0,0.02,79,25
2332,2332,2009,Shooter,LucasArts,Savage Entertainment,1.3,0.8200000000000001,0.2799999999999999,0.0,0.2,56,25
2333,2333,2007,Shooter,LucasArts,Rebellion,1.6900000000000002,0.9,0.47,0.0,0.32,69,35
2334,2334,2002,Action,THQ,David A. Palmer Productions,0.76,0.55,0.2,0.0,0.01,13,14
2335,2335,2005,Action,LucasArts,Double Helix Games,5.59,3.06,1.99,0.03,0.51,44,44
2336,2336,2002,Shooter,Activision,Raven Software,0.55,0.41,0.12,0.0,0.02,553,35
2337,2337,2003,Shooter,Activision,Raven Software,0.5,0.34,0.13,0.0,0.03,543,34
2338,2338,2001,Simulation,LucasArts,Factor 5,1.9,1.03,0.75,0.03,0.09,143,45
2339,2339,2003,Simulation,LucasArts,Factor 5,0.8,0.62,0.16,0.0,0.02,52,36
2340,2340,2008,Action,LucasArts,Krome Studios,1.67,1.23,0.3,0.0,0.14,25,24
2341,2341,2009,Action,LucasArts,Krome Studios,2.77,1.42,0.96,0.0,0.39,32,37
2342,2342,2004,Action,Ubisoft,Ubisoft,0.42,0.3,0.11,0.0,0.01,6,21
2343,2343,2002,Shooter,LucasArts,LucasArts,1.35,0.73,0.47,0.0,0.15,50,32
2344,2344,2006,Strategy,LucasArts,Petroglyph,0.09,0.01,0.06,0.0,0.02,245,45
2345,2345,2003,Action,THQ,Pocket Studios,0.35,0.25,0.09,0.0,0.01,4,13
2346,2346,2002,Action,THQ,HotGen,0.14,0.1,0.04,0.0,0.0,4,8
2347,2347,2002,Simulation,Activision,LucasArts,0.93,0.59,0.26,0.0,0.08,26,22
2348,2348,2003,Role-Playing,Activision,BioWare,2.33,1.69,0.54,0.0,0.1,616,72
2349,2349,2006,Action,Ubisoft,Ubisoft Montreal,0.2299999999999999,0.19,0.02,0.0,0.02,12,31
2350,2350,2001,Action,Activision,LucasArts,0.7000000000000001,0.52,0.16,0.0,0.02,19,28
2351,2351,2005,Shooter,Activision,LucasArts,0.72,0.48,0.21,0.0,0.03,111,54
2352,2352,2001,Simulation,Activision,LucasArts,1.76,0.61,0.87,0.02,0.26,41,25
2353,2353,2001,Racing,LucasArts,Lucas Learning,0.16,0.08,0.06,0.0,0.02,7,21
2354,2354,2008,Action,LucasArts,LucasArts,10.21,5.32,2.97,0.01,1.91,382,74
2355,2355,2010,Action,LucasArts,LucasArts,4.08,2.5,1.16,0.0,0.42,309,59
2356,2356,2011,Role-Playing,Electronic Arts,LucasArts,2.97,1.58,1.01,0.0,0.38,2957,73
2357,2357,2013,Strategy,Activision,Blizzard Entertainment,1.66,0.82,0.65,0.0,0.19,1702,68
2358,2358,2015,Strategy,Activision,Blizzard Entertainment,0.51,0.18,0.29,0.0,0.04,1253,65
2359,2359,2010,Strategy,Activision,Blizzard Entertainment,4.83,2.56,1.68,0.0,0.59,2909,82
2360,2360,2012,Action,Sony,LightBox Interactive,0.29,0.18,0.05,0.03,0.03,208,71
2361,2361,2005,Shooter,Empire Interactive,Strangelite,0.02,0.0,0.02,0.0,0.0,30,18
2362,2362,2003,Racing,Empire Interactive,Supersonic Software,1.2799999999999998,0.72,0.43,0.0,0.13,0,23
2363,2363,2010,Misc,Sony,Supermassive Games,0.63,0.07,0.42,0.0,0.14,23,47
2364,2364,2015,Strategy,Microsoft,Undead Labs,0.21,0.14,0.05,0.0,0.02,649,52
2365,2365,2002,Action,Take-Two Interactive,VIS Entertainment,1.93,0.99,0.7100000000000001,0.0,0.23,25,34
2366,2366,2002,Simulation,Microsoft,Capcom,0.09,0.05,0.02,0.02,0.0,9,20
2367,2367,2011,Action,Nintendo,Vitei,0.49,0.31,0.1,0.05,0.03,36,55
2368,2368,2004,Strategy,505 Games,Pinegrow,0.08,0.04,0.03,0.0,0.01,26,31
2369,2369,2015,Role-Playing,Atlus,Imageepoch,0.24,0.16,0.01,0.05,0.02,133,32
2370,2370,2016,Strategy,Paradox Interactive,Paradox Development Studio,0.03,0.0,0.03,0.0,0.0,1074,59
2371,2371,2005,Adventure,Microids,Microids,0.07,0.05,0.02,0.0,0.0,7,29
2372,2372,2009,Adventure,Rondomedia,GameCo,0.01,0.0,0.01,0.0,0.0,57,15
2373,2373,2014,Simulation,Nintendo,Marvelous AQL,0.4,0.0,0.13,0.26,0.01,74,39
2374,2374,2015,Role-Playing,Nippon Ichi Software,Experience Inc.,0.05,0.02,0.02,0.0,0.01,37,24
2375,2375,2007,Shooter,Midway Games,Midway,1.13,0.64,0.36,0.01,0.12,75,59
2376,2376,2004,Fighting,Capcom,Capcom,0.7999999999999999,0.43,0.28,0.0,0.09,7,33
2377,2377,2009,Fighting,Capcom,Capcom,7.260000000000002,3.91,1.81,0.73,0.81,267,77
2378,2378,2016,Fighting,Capcom,Capcom,0.8699999999999999,0.35,0.31,0.08,0.13,1468,85
2379,2379,2012,Fighting,Capcom,Capcom,1.5699999999999998,0.87,0.39,0.14,0.17,247,51
2380,2380,2001,Strategy,Gathering of Developers,FireFly Studios,0.11,0.0,0.09,0.0,0.02,388,19
2381,2381,2006,Strategy,Take-Two Interactive,FireFly Studios,0.01,0.0,0.01,0.0,0.0,66,19
2382,2382,2002,Platform,Activision,Creations,0.46,0.33,0.12,0.0,0.01,6,10
2383,2383,2005,Action,THQ,Wideload Games Inc.,0.1,0.08,0.02,0.0,0.0,29,55
2384,2384,2002,Racing,Atari,Reflections Interactive,1.59,0.79,0.6,0.0,0.2,32,37
2385,2385,2007,Racing,THQ,Paradigm Entertainment,1.43,0.55,0.68,0.0,0.2,21,38
2386,2386,2004,Role-Playing,Microsoft,Climax Studios,0.19,0.14,0.04,0.0,0.01,27,75
2387,2387,2002,Role-Playing,Unknown,KCET,0.98,0.29,0.23,0.38,0.08,124,23
2388,2388,2004,Role-Playing,Konami Digital Entertainment,KCET,0.6500000000000001,0.17,0.13,0.3,0.05,73,44
2389,2389,2005,Strategy,Konami Digital Entertainment,Konami,0.1999999999999999,0.06,0.05,0.07,0.02,40,31
2390,2390,2008,Role-Playing,Konami Digital Entertainment,Konami,0.26,0.09,0.01,0.15,0.01,55,24
2391,2391,2006,Role-Playing,Konami Digital Entertainment,Konami,0.35,0.08,0.06,0.19,0.02,122,43
2392,2392,2003,Sports,Acclaim Entertainment,Acclaim Studios Cheltenham,0.29,0.14,0.11,0.0,0.04,0,21
2393,2393,2013,Role-Playing,Namco Bandai Games,Felistella,0.15,0.0,0.0,0.15,0.0,13,7
2394,2394,2016,Action,Namco Bandai Games,Media.Vision,0.09,0.0,0.0,0.09,0.0,20,9
2395,2395,2007,Role-Playing,Banpresto,Flight-Plan,0.13,0.07,0.0,0.05,0.01,11,21
2396,2396,2002,Role-Playing,THQ,Volition Inc.,0.21,0.1,0.08,0.0,0.03,13,20
2397,2397,2014,Shooter,Microsoft,Insomniac Games,1.1,0.62,0.4,0.0,0.08,1577,89
2398,2398,2008,Sports,Arc System Works,Million,0.14,0.13,0.0,0.0,0.01,0,12
2399,2399,2006,Fighting,Atari,Crafts & Meister,0.37,0.09,0.07,0.19,0.02,29,31
2400,2400,2011,Platform,Nintendo,Nintendo,10.79,4.89,2.99,2.13,0.78,1604,82
2401,2401,2013,Platform,Nintendo,Nintendo,4.239999999999999,2.11,1.11,0.72,0.3,2340,83
2402,2402,2001,Platform,Nintendo,Nintendo,5.49,3.14,1.24,0.91,0.2,128,19
2403,2403,2007,Platform,Nintendo,Nintendo,11.52,6.16,3.4,1.2,0.76,3923,73
2404,2404,2010,Platform,Nintendo,Nintendo EAD Tokyo,7.7,3.66,2.42,0.98,0.64,2793,87
2405,2405,2015,Platform,Nintendo,Nintendo,3.18,1.18,0.87,0.93,0.2,949,87
2406,2406,2005,Sports,Nintendo,Next Level Games,1.6,0.98,0.38,0.2,0.04,109,39
2407,2407,2002,Platform,Nintendo,Nintendo,6.31,4.01,1.26,0.87,0.17,1182,61
2408,2408,2001,Puzzle,Atari,Amusement Vision,1.46,0.95,0.37,0.1,0.04,86,28
2409,2409,2002,Puzzle,Atari,Amusement Vision,1.5200000000000002,1.11,0.31,0.06,0.04,85,34
2410,2410,2011,Action,Sega,Sega,0.5,0.26,0.15,0.05,0.04,46,57
2411,2411,2006,Platform,Sega,Traveller's Tales,0.25,0.18,0.06,0.0,0.01,6,32
2412,2412,2005,Misc,Sega,Sega,0.3899999999999999,0.2299999999999999,0.12,0.0,0.04,14,25
2413,2413,2002,Puzzle,Atari,Realism Ltd,0.71,0.51,0.19,0.0,0.01,19,20
2414,2414,2006,Misc,Sega,Sega,2.2700000000000005,1.07,0.92,0.04,0.24,44,53
2415,2415,2010,Action,Sega,Sega,0.41,0.17,0.2,0.0,0.04,15,36
2416,2416,2005,Misc,Sega,Sega,0.77,0.7,0.01,0.0,0.06,15,40
2417,2417,2007,Platform,Nintendo,Intelligent Systems,3.77,1.98,0.88,0.59,0.32,594,56
2418,2418,2005,Platform,Nintendo,TOSE,1.06,0.72,0.06,0.21,0.07,77,48
2419,2419,2008,Role-Playing,Namco Bandai Games,Monolith Soft,0.09,0.08,0.0,0.0,0.01,18,22
2420,2420,2010,Puzzle,Warner Bros. Interactive Entertainment,5TH Cell,1.5000000000000002,1.08,0.31,0.0,0.11,67,53
2421,2421,2008,Fighting,Nintendo,Game Arts,13.04,6.75,2.61,2.66,1.02,1627,81
2422,2422,2001,Fighting,Nintendo,HAL Labs,7.06,4.41,1.04,1.39,0.22,1005,38
2423,2423,2007,Sports,Rising Star Games,Ntreev Soft,0.12,0.08,0.0,0.03,0.01,0,17
2424,2424,2001,Racing,Activision,Exakt,1.12,0.55,0.43,0.0,0.14,4,15
2425,2425,2006,Action,Electronic Arts,EA Tiburon,0.3500000000000001,0.3,0.02,0.0,0.03,24,48
2426,2426,2002,Action,Atari,Infogrames Sheffield,0.5,0.27,0.18,0.0,0.05,4,22
2427,2427,2002,Action,Atari,Circus Freak,0.13,0.1,0.03,0.0,0.0,8,19
2428,2428,2008,Strategy,505 Games,Gas Powered Games,0.14,0.07,0.05,0.0,0.02,225,44
2429,2429,2010,Strategy,Square,Gas Powered Games,0.55,0.23,0.25,0.0,0.07,200,54
2430,2430,2007,Strategy,THQ,Gas Powered Games,0.04,0.01,0.02,0.0,0.01,237,35
2431,2431,2007,Sports,Ubisoft,Ubisoft,0.98,0.7000000000000001,0.1699999999999999,0.0,0.11,4,15
2432,2432,2005,Shooter,Vivendi Games,Irrational Games,0.02,0.0,0.02,0.0,0.0,305,49
2433,2433,2003,Shooter,Vivendi Games,Argonaut Games,0.5000000000000001,0.29,0.16,0.0,0.05,0,22
2434,2434,2014,Role-Playing,Namco Bandai Games,Aquria,0.42,0.0,0.1,0.3,0.02,140,28
2435,2435,2015,Role-Playing,Namco Bandai Games,Artdink,0.7899999999999999,0.1699999999999999,0.2,0.33,0.09,99,32
2436,2436,2003,Role-Playing,Nintendo,Brownie Brown,0.74,0.31,0.11,0.3,0.02,23,31
2437,2437,2008,Action,Mindscape,Microids,0.25,0.18,0.06,0.0,0.01,396,26
2438,2438,2004,Adventure,Ubisoft,Microids,0.04,0.02,0.02,0.0,0.0,262,23
2439,2439,2001,Shooter,Sony,Sony Bend,0.52,0.29,0.2,0.0,0.03,93,19
2440,2440,2006,Shooter,Sony,Sony Bend,0.5900000000000001,0.4,0.12,0.0,0.07,75,58
2441,2441,2007,Shooter,Sony,Sony Bend,0.52,0.28,0.1399999999999999,0.0,0.0999999999999999,75,41
2442,2442,2004,Shooter,Sony,Sony Bend,0.7599999999999999,0.37,0.29,0.0,0.1,24,47
2443,2443,2001,Role-Playing,Nintendo,Quest,0.5,0.13,0.05,0.31,0.01,35,20
2444,2444,2004,Misc,Namco Bandai Games,Namco,0.21,0.1,0.08,0.0,0.03,4,35
2445,2445,2005,Misc,Empire Interactive,Razorworks,0.16,0.1,0.05,0.0,0.01,7,18
2446,2446,2004,Platform,THQ,Avalanche Software,1.55,0.99,0.4599999999999999,0.0,0.1,9,31
2447,2447,2003,Platform,THQ,Avalanche Software,2.1,1.26,0.67,0.0,0.1699999999999999,13,28
2448,2448,2005,Platform,THQ,Avalanche Software,0.49,0.38,0.1,0.0,0.01,6,21
2449,2449,2016,Role-Playing,Namco Bandai Games,Bandai Namco Games,0.33,0.0,0.0,0.33,0.0,560,59
2450,2450,2009,Role-Playing,Namco Bandai Games,Namco Bandai Games,0.22,0.0,0.0,0.22,0.0,362,55
2451,2451,2005,Role-Playing,Namco Bandai Games,Namco,0.49,0.07,0.05,0.35,0.02,38,37
2452,2452,2003,Role-Playing,Nintendo,Namco,1.63,0.75,0.3399999999999999,0.44,0.1,253,60
2453,2453,2008,Role-Playing,Namco Bandai Games,Bandai Namco Games,0.54,0.22,0.05,0.24,0.03,106,46
2454,2454,2011,Role-Playing,Namco Bandai Games,Bandai Namco Games,1.38,0.42,0.19,0.71,0.06,216,33
2455,2455,2006,Role-Playing,Ubisoft,Alfa System,0.43,0.17,0.01,0.23,0.02,20,27
2456,2456,2008,Role-Playing,Atari,Bandai Namco Games,1.1900000000000002,0.32,0.18,0.64,0.05,264,67
2457,2457,2011,Role-Playing,Namco Bandai Games,Bandai Namco Games,1.24,0.29,0.19,0.67,0.09,499,65
2458,2458,2012,Role-Playing,Namco Bandai Games,Bandai Namco Games,0.8700000000000001,0.2,0.15,0.45,0.07,226,59
2459,2459,2015,Role-Playing,Namco Bandai Games,Bandai Namco Games,0.98,0.21,0.24,0.44,0.09,440,59
2460,2460,2005,Simulation,Atari,NanaOn-Sha,1.2500000000000002,0.1,0.02,1.12,0.01,4,20
2461,2461,2006,Simulation,Namco Bandai Games,NanaOn-Sha,0.98,0.09,0.02,0.86,0.01,4,9
2462,2462,2006,Misc,Namco Bandai Games,h.a.n.d. Inc.,0.19,0.12,0.0,0.06,0.01,6,11
2463,2463,2012,Action,Namco Bandai Games,Namco Bandai Games,0.08,0.02,0.01,0.05,0.0,70,37
2464,2464,2003,Fighting,Microsoft,Studio Gigante,0.28,0.21,0.06,0.0,0.01,0,32
2465,2465,2010,Fighting,Capcom,Eighting,0.56,0.32,0.16,0.03,0.05,65,62
2466,2466,2002,Platform,Atari,Blitz Games,0.31,0.19,0.1,0.0,0.02,6,8
2467,2467,2013,Adventure,Sony,Media Molecule,0.75,0.17,0.39,0.0,0.19,480,82
2468,2468,2015,Platform,Sony,Media Molecule,0.25,0.09,0.12,0.0,0.04,329,70
2469,2469,2013,Role-Playing,Nippon Ichi Software,Aqua Plus,0.16,0.07,0.02,0.06,0.01,60,18
2470,2470,2006,Action,THQ,Artificial Mind and Movement,0.76,0.5,0.22,0.0,0.04,30,12
2471,2471,2004,Action,Konami Digital Entertainment,KCE Studios,1.11,0.7,0.33,0.0,0.08,29,25
2472,2472,2005,Action,Konami Digital Entertainment,KCE Studios,0.41,0.27,0.11,0.0,0.03,16,20
2473,2473,2009,Action,Ubisoft,Ubisoft,0.13,0.12,0.0,0.0,0.01,6,8
2474,2474,2016,Action,Activision,PlatinumGames,0.18,0.08,0.08,0.0,0.02,190,49
2475,2475,2009,Fighting,Ubisoft,Game Arts,0.5800000000000001,0.44,0.08,0.0,0.06,23,34
2476,2476,2002,Fighting,Namco Bandai Games,Namco,3.4400000000000004,1.55,1.27,0.33,0.29,195,23
2477,2477,2005,Fighting,Namco Bandai Games,Namco,3.88,0.93,1.94,0.31,0.7,484,62
2478,2478,2009,Fighting,Namco Bandai Games,Namco Bandai Games,4.41,2.06,1.44,0.32,0.59,275,63
2479,2479,2001,Fighting,Infogrames,Eighting/Raizing,0.45,0.32,0.12,0.0,0.01,27,14
2480,2480,2012,Fighting,Namco Bandai Games,Namco Bandai Games,1.41,0.56,0.52,0.15,0.18,319,50
2481,2481,2006,Action,Microsoft,K2 LLC,0.3400000000000001,0.27,0.02,0.02,0.03,46,51
2482,2482,2004,Action,Sega,K2 LLC,0.18,0.09,0.07,0.0,0.02,33,33
2483,2483,2004,Action,Activision,K2 LLC,0.22,0.16,0.05,0.0,0.01,8,55
2484,2484,2008,Action,Ubisoft,Acquire,0.3399999999999999,0.19,0.04,0.08,0.03,24,35
2485,2485,2003,Action,Activision,K2 LLC,1.14,0.44,0.34,0.25,0.11,63,33
2486,2486,2011,Role-Playing,Unknown,Bluehole Studio,0.41,0.24,0.12,0.0,0.05,805,41
2487,2487,2003,Action,Atari,Black Ops Entertainment,0.78,0.43,0.27,0.0,0.08,0,24
2488,2488,2004,Shooter,Atari,Paradigm Entertainment,0.2399999999999999,0.15,0.0699999999999999,0.0,0.02,5,38
2489,2489,2013,Action,505 Games,Engine Software,1.66,0.42,0.85,0.2299999999999999,0.16,640,39
2490,2490,2015,Platform,Rain Games,Rain Games,0.01,0.0,0.01,0.0,0.0,122,15
2491,2491,2002,Racing,Atari,Pitbull Syndicate,1.7699999999999998,1.2999999999999998,0.26,0.01,0.1999999999999999,18,19
2492,2492,2001,Racing,Infogrames,Angel Studios,0.19,0.15,0.03,0.0,0.01,6,21
2493,2493,2007,Racing,Atari,Eden Studios,0.8500000000000001,0.31,0.34,0.02,0.18,74,69
2494,2494,2011,Racing,Atari,Eden Studios,1.52,0.51,0.78,0.01,0.22,112,61
2495,2495,2004,Racing,Atari,Monster Games Inc.,0.3199999999999999,0.18,0.11,0.0,0.03,26,34
2496,2496,2011,Puzzle,Tetris Online,Hudson Soft,0.42,0.2,0.13,0.06,0.03,35,33
2497,2497,2006,Puzzle,Nintendo,Nintendo,2.14,0.64,0.07,1.35,0.08,55,56
2498,2498,2007,Puzzle,THQ,Mass Media,0.11,0.08,0.02,0.0,0.01,0,21
2499,2499,2010,Puzzle,Nintendo,Inc,1.36,0.63,0.47,0.1399999999999999,0.12,4,19
2500,2500,2002,Puzzle,THQ,3d6 Games,4.01,2.53,1.14,0.0,0.34,8,10
2501,2501,2010,Role-Playing,Square,HexaDrive,0.52,0.13,0.07,0.27,0.05,159,56
2502,2502,2004,Action,THQ,THQ,1.28,0.82,0.38,0.0,0.08,6,8
2503,2503,2011,Action,Ubisoft,Ubisoft Montpellier,1.0100000000000002,0.31,0.56,0.0,0.14,18,35
2504,2504,2006,Platform,Midway Games,Artificial Mind and Movement,0.34,0.25,0.07,0.0,0.02,6,19
2505,2505,2009,Misc,MTV Games,Harmonix Music Systems,4.180000000000001,2.83,0.93,0.0,0.42,69,76
2506,2506,2007,Sports,Take-Two Interactive,Blue Castle Games,1.4,1.02,0.27,0.0,0.11,4,23
2507,2507,2009,Sports,Take-Two Interactive,Blue Castle Games,1.0,0.81,0.1,0.0,0.09,11,31
2508,2508,2012,Action,Unknown,Florian Himsl,0.03,0.0,0.03,0.0,0.0,1172,30
2509,2509,2009,Adventure,HMH Interactive,KING Art,0.1,0.0,0.08,0.0,0.02,168,32
2510,2510,2015,Adventure,Nordic Games,KING Art,0.0799999999999999,0.0,0.0699999999999999,0.0,0.01,92,39
