RID,GameID,metascore,global_user_score_mean,user_score_mean
1863,1863,72,7.92,9.8
1864,1864,73,8.031,9.462
1865,1865,86,7.9,7.25
1866,1866,41,4.0,5.5
1867,1867,86,7.2,9.0
1868,1868,87,8.477,8.508
1869,1869,61,7.029,6.429
1870,1870,74,7.401,7.462
1871,1871,53,6.6,8.6
1872,1872,76,7.4,6.2
1873,1873,53,6.4,6.135
1874,1874,55,6.0,7.875
1875,1875,80,8.1,8.286
1876,1876,46,4.8,2.833
1877,1877,54,9.0,9.128
1878,1878,59,6.4,5.8
1879,1879,81,7.7,8.0
1880,1880,69,6.9,6.778
1881,1881,68,8.0,7.647
1882,1882,68,7.8,7.579
1883,1883,56,6.7,7.6
1884,1884,58,6.1,5.65
1885,1885,69,8.2,7.745
1886,1886,74,8.0,7.0
1887,1887,64,8.2,8.429
1888,1888,60,7.7,8.222
1889,1889,76,7.3,8.292
1890,1890,75,8.1,8.0
1891,1891,95,8.826,9.015
1892,1892,71,7.4,5.667
1893,1893,78,8.2,8.0
1894,1894,46,7.15,9.083
1895,1895,79,8.031,7.891
1896,1896,73,8.8,9.0
1897,1897,81,8.0,7.389
1898,1898,74,7.211,7.265
1899,1899,92,8.368,8.467
1900,1900,85,8.137,7.593
1901,1901,83,8.536,8.389
1902,1902,72,8.3,9.2
1903,1903,83,8.1,8.122
1904,1904,40,5.492,6.667
1905,1905,76,7.036,7.364
1906,1906,78,6.923,7.462
1907,1907,79,6.888,6.939
1908,1908,80,6.812,7.056
1909,1909,82,7.309,7.557
1910,1910,78,4.202,3.754
1911,1911,82,6.451,5.419
1912,1912,87,5.862,5.405
1913,1913,85,5.959,5.784
1914,1914,81,7.9,7.5
1915,1915,81,8.1,8.375
1916,1916,85,8.3,7.891
1917,1917,84,8.3,8.056
1918,1918,83,8.0,7.467
1919,1919,86,8.7,8.595
1920,1920,83,6.54,5.497
1921,1921,71,8.433,6.667
1922,1922,85,8.2,7.6
1923,1923,73,6.539,6.306
1924,1924,64,7.8,8.111
1925,1925,70,7.4,7.514
1926,1926,78,6.2,5.2
1927,1927,84,7.738,7.125
1928,1928,88,8.237,8.074
1929,1929,86,7.3,8.0
1930,1930,80,8.4,8.348
1931,1931,85,7.633,7.714
1932,1932,75,7.5,5.375
1933,1933,73,7.6,7.0
1934,1934,81,7.934,7.984
1935,1935,81,6.553,6.733
1936,1936,82,7.225,6.5
1937,1937,75,7.08,6.6
1938,1938,81,7.557,6.902
1939,1939,77,6.608,7.045
1940,1940,70,7.8,9.5
1941,1941,37,4.147,4.219
1942,1942,79,8.1,8.286
1943,1943,78,7.96,7.782
1944,1944,66,7.267,6.667
1945,1945,78,8.2,8.038
1946,1946,85,8.6,8.932
1947,1947,74,8.3,8.083
1948,1948,81,6.185,6.286
1949,1949,53,6.3,5.333
1950,1950,66,7.8,7.429
1951,1951,73,7.8,8.333
1952,1952,80,8.0,7.8
1953,1953,87,7.14,9.0
1954,1954,87,7.4,9.0
1955,1955,51,6.05,6.333
1956,1956,59,10.0,10.0
1957,1957,84,8.0,8.6
1958,1958,64,7.2,10.0
1959,1959,88,8.6,8.571
1960,1960,83,8.208,8.639
1961,1961,87,8.7,8.833
1962,1962,76,7.2,6.895
1963,1963,89,8.6,8.583
1964,1964,70,6.6,6.32
1965,1965,64,6.553,5.717
1966,1966,90,8.8,8.939
1967,1967,76,8.1,7.638
1968,1968,85,7.494,7.255
1969,1969,91,9.0,8.479
1970,1970,81,8.5,8.558
1971,1971,83,6.8,6.8
1972,1972,77,8.087,8.208
1973,1973,63,7.317,8.667
1974,1974,92,8.489,8.648
1975,1975,87,8.244,8.488
1976,1976,76,6.894,6.156
1977,1977,67,6.553,6.067
1978,1978,73,5.624,5.471
1979,1979,67,9.0,9.0
1980,1980,54,3.8,4.5
1981,1981,67,6.764,6.639
1982,1982,50,6.491,6.364
1983,1983,63,6.49,6.938
1984,1984,95,9.0,8.761
1985,1985,74,7.7,7.406
1986,1986,84,6.165,5.2
1987,1987,71,6.896,6.604
1988,1988,85,7.57,7.735
1989,1989,76,7.3,7.646
1990,1990,63,6.4,5.958
1991,1991,80,8.0,7.923
1992,1992,56,5.067,6.667
1993,1993,70,7.399,7.247
1994,1994,43,7.6,8.0
1995,1995,91,9.374,8.228
1996,1996,93,8.597,8.697
1997,1997,84,8.7,8.522
1998,1998,83,7.18,7.221
1999,1999,67,6.062,5.843
2000,2000,65,6.5,6.818
2001,2001,71,7.9,6.667
2002,2002,52,4.67,4.457
2003,2003,82,7.63,6.91
2004,2004,75,7.582,6.893
2005,2005,75,7.272,6.96
2006,2006,65,6.6,7.021
2007,2007,75,6.854,6.333
2008,2008,87,7.5,7.408
2009,2009,83,7.9,7.673
2010,2010,60,6.9,6.776
2011,2011,86,7.8,7.149
2012,2012,81,8.1,8.857
2013,2013,74,8.118,7.647
2014,2014,77,5.9,9.333
2015,2015,72,6.8,9.667
2016,2016,89,8.4,8.0
2017,2017,67,7.5,7.667
2018,2018,83,8.2,7.786
2019,2019,76,8.0,8.786
2020,2020,60,7.467,7.333
2021,2021,66,5.68,5.9
2022,2022,88,8.1,7.667
2023,2023,75,7.3,7.577
2024,2024,74,8.2,7.333
2025,2025,78,7.9,7.611
2026,2026,63,8.0,6.5
2027,2027,71,6.509,6.519
2028,2028,89,8.7,8.575
2029,2029,84,8.2,6.375
2030,2030,54,7.7,7.579
2031,2031,68,10.0,8.0
2032,2032,86,8.005,7.968
2033,2033,60,7.523,6.797
2034,2034,69,5.764,5.907
2035,2035,65,5.451,5.683
2036,2036,76,7.833,7.0
2037,2037,58,8.0,5.25
2038,2038,71,6.75,6.444
2039,2039,74,8.5,7.0
2040,2040,92,7.406,6.75
2041,2041,92,7.629,8.059
2042,2042,93,7.803,8.435
2043,2043,78,6.475,6.286
2044,2044,79,8.2,7.75
2045,2045,85,7.828,5.863
2046,2046,77,8.17,8.851
2047,2047,81,7.4,7.0
2048,2048,45,7.35,8.062
2049,2049,83,8.0,8.261
2050,2050,71,7.8,7.571
2051,2051,28,3.345,3.6
2052,2052,74,8.8,9.05
2053,2053,81,6.2,7.611
2054,2054,77,7.8,9.0
2055,2055,70,8.2,9.273
2056,2056,92,9.0,9.133
2057,2057,61,4.061,3.67
2058,2058,85,7.6,8.0
2059,2059,66,8.1,8.429
2060,2060,62,6.3,5.3
2061,2061,79,8.3,8.3
2062,2062,77,7.4,8.333
2063,2063,77,8.4,9.0
2064,2064,78,8.24,9.091
2065,2065,78,7.4,6.333
2066,2066,55,8.024,7.765
2067,2067,83,8.0,7.857
2068,2068,60,6.65,7.422
2069,2069,80,8.5,7.686
2070,2070,75,7.5,6.767
2071,2071,82,8.4,8.595
2072,2072,71,6.694,6.5
2073,2073,57,2.297,3.093
2074,2074,62,7.9,7.188
2075,2075,59,7.471,7.886
2076,2076,61,2.773,3.728
2077,2077,81,7.828,7.725
2078,2078,86,6.726,7.044
2079,2079,84,7.781,7.299
2080,2080,68,7.7,7.333
2081,2081,63,4.0,7.0
2082,2082,46,5.2,4.667
2083,2083,73,7.9,9.0
2084,2084,52,8.218,9.0
2085,2085,50,9.0,9.0
2086,2086,55,7.6,8.167
2087,2087,76,7.717,9.083
2088,2088,73,6.777,7.231
2089,2089,61,7.5,8.444
2090,2090,63,7.1,7.8
2091,2091,64,6.2,5.0
2092,2092,58,7.2,3.667
2093,2093,63,8.1,7.0
2094,2094,56,7.0,6.0
2095,2095,59,6.264,5.773
2096,2096,47,5.838,4.769
2097,2097,75,8.457,8.162
2098,2098,53,6.3,6.0
2099,2099,55,7.011,7.667
2100,2100,69,8.088,7.438
2101,2101,61,7.633,9.167
2102,2102,72,7.8,7.8
2103,2103,79,7.4,7.238
2104,2104,71,6.457,6.643
2105,2105,76,7.316,7.211
2106,2106,72,6.836,6.286
2107,2107,64,6.9,5.5
2108,2108,66,7.26,5.1
2109,2109,77,8.7,9.167
2110,2110,69,6.591,6.364
2111,2111,63,7.8,7.6
2112,2112,46,5.8,3.0
2113,2113,82,7.5,7.545
2114,2114,72,6.2,9.0
2115,2115,77,7.4,7.167
2116,2116,84,7.8,9.667
2117,2117,67,7.633,7.867
2118,2118,70,6.8,6.609
2119,2119,61,8.167,9.095
2120,2120,58,6.6,8.529
2121,2121,67,7.78,8.65
2122,2122,72,8.0,7.59
2123,2123,72,7.2,6.195
2124,2124,65,8.233,8.667
2125,2125,52,7.0,4.0
2126,2126,73,8.6,8.75
2127,2127,85,8.7,9.227
2128,2128,76,8.1,7.364
2129,2129,68,7.9,10.0
2130,2130,78,8.06,7.2
2131,2131,75,8.5,7.45
2132,2132,91,8.5,8.48
2133,2133,45,6.225,6.678
2134,2134,76,8.254,8.011
2135,2135,54,6.4,6.0
2136,2136,82,8.4,8.815
2137,2137,64,7.0,7.0
2138,2138,60,5.78,4.6
2139,2139,58,5.933,6.167
2140,2140,80,9.0,9.333
2141,2141,73,7.443,7.143
2142,2142,61,4.9,4.75
2143,2143,83,8.6,8.804
2144,2144,74,8.8,8.167
2145,2145,84,8.1,8.833
2146,2146,79,8.7,7.818
2147,2147,78,8.3,8.25
2148,2148,78,8.8,8.733
2149,2149,82,8.7,8.778
2150,2150,82,8.9,8.5
2151,2151,78,7.8,7.4
2152,2152,86,8.4,7.75
2153,2153,89,8.9,8.698
2154,2154,89,7.477,7.044
2155,2155,90,8.8,8.167
2156,2156,80,8.7,9.333
2157,2157,69,7.6,6.667
2158,2158,77,8.4,9.5
2159,2159,58,5.8,6.0
2160,2160,74,7.7,7.667
2161,2161,61,7.6,7.0
2162,2162,85,8.095,8.487
2163,2163,57,8.0,8.0
2164,2164,78,6.2,7.0
2165,2165,71,6.372,8.186
2166,2166,71,6.5,7.0
2167,2167,94,8.4,8.204
2168,2168,84,7.652,7.524
2169,2169,90,8.1,8.419
2170,2170,81,5.5,4.776
2171,2171,88,7.8,7.528
2172,2172,77,6.8,6.273
2173,2173,86,9.099,8.692
2174,2174,84,8.6,9.375
2175,2175,85,8.552,8.475
2176,2176,76,7.927,7.258
2177,2177,70,5.256,4.978
2178,2178,58,4.8,5.382
2179,2179,64,7.008,7.219
2180,2180,70,6.086,5.609
2181,2181,78,7.4,7.482
2182,2182,79,7.374,7.883
2183,2183,90,8.6,7.2
2184,2184,58,5.5,5.25
2185,2185,84,8.6,8.721
2186,2186,67,6.7,5.0
2187,2187,69,5.3,6.0
2188,2188,63,4.3,4.188
2189,2189,60,6.1,6.667
2190,2190,73,7.5,8.0
2191,2191,69,6.6,7.0
2192,2192,76,7.7,7.136
2193,2193,87,8.2,7.667
2194,2194,72,8.0,7.417
2195,2195,78,7.9,6.5
2196,2196,86,8.089,7.632
2197,2197,84,8.209,8.13
2198,2198,80,8.428,8.733
2199,2199,70,8.205,9.524
2200,2200,80,7.032,7.205
2201,2201,83,6.225,8.114
2202,2202,78,5.794,5.711
2203,2203,80,7.969,8.234
2204,2204,88,8.9,9.17
2205,2205,83,8.8,8.795
2206,2206,86,8.5,7.939
2207,2207,75,8.173,7.885
2208,2208,74,7.6,6.0
2209,2209,79,7.4,8.0
2210,2210,77,7.083,7.333
2211,2211,67,6.635,7.286
2212,2212,36,3.5,2.778
2213,2213,45,5.241,4.527
2214,2214,52,5.902,6.296
2215,2215,73,8.5,8.5
2216,2216,48,7.0,7.5
2217,2217,82,8.3,9.333
2218,2218,67,6.4,5.204
2219,2219,87,8.2,8.692
2220,2220,82,8.3,7.6
2221,2221,63,5.5,4.571
2222,2222,82,8.6,8.5
2223,2223,81,8.1,9.0
2224,2224,74,8.4,7.75
2225,2225,72,6.1,5.0
2226,2226,76,8.6,8.333
2227,2227,61,7.16,5.4
2228,2228,59,8.2,8.0
2229,2229,50,4.95,4.875
2230,2230,69,7.269,7.517
2231,2231,82,8.133,8.136
2232,2232,75,8.387,8.211
2233,2233,87,7.8,7.841
2234,2234,83,7.7,7.188
2235,2235,79,8.0,7.462
2236,2236,73,8.326,8.06
2237,2237,54,7.4,7.422
2238,2238,69,5.6,4.771
2239,2239,32,3.7,4.5
2240,2240,47,6.0,6.755
2241,2241,74,6.4,6.781
2242,2242,70,7.8,7.429
2243,2243,78,8.0,7.297
2244,2244,47,2.5,3.041
2245,2245,77,8.026,7.984
2246,2246,72,7.514,7.079
2247,2247,73,8.525,8.55
2248,2248,55,8.102,7.962
2249,2249,56,8.015,7.795
2250,2250,64,7.5,8.455
2251,2251,60,7.6,7.727
2252,2252,82,8.1,7.816
2253,2253,78,8.1,7.897
2254,2254,60,7.882,7.714
2255,2255,79,8.515,9.038
2256,2256,70,7.5,7.706
2257,2257,73,8.4,8.0
2258,2258,80,8.662,7.077
2259,2259,77,8.1,8.245
2260,2260,82,8.5,8.966
2261,2261,93,8.536,8.964
2262,2262,86,8.4,8.556
2263,2263,85,7.553,7.278
2264,2264,52,4.9,6.5
2265,2265,77,6.5,6.286
2266,2266,80,7.1,7.25
2267,2267,85,8.45,8.432
2268,2268,58,6.6,6.86
2269,2269,85,7.075,9.0
2270,2270,82,7.4,9.0
2271,2271,73,8.595,8.476
2272,2272,56,5.8,4.667
2273,2273,76,8.234,8.119
2274,2274,60,5.8,9.0
2275,2275,59,7.7,6.0
2276,2276,46,7.8,1.0
2277,2277,63,6.3,7.0
2278,2278,70,7.4,8.5
2279,2279,71,8.3,9.4
2280,2280,60,6.5,8.0
2281,2281,78,7.62,7.0
2282,2282,83,8.376,8.476
2283,2283,74,8.2,8.067
2284,2284,63,6.491,5.945
2285,2285,68,4.6,7.5
2286,2286,57,7.083,7.512
2287,2287,60,7.104,6.346
2288,2288,84,7.7,8.222
2289,2289,76,7.837,7.404
2290,2290,79,7.294,6.917
2291,2291,68,7.66,7.632
2292,2292,54,6.3,5.571
2293,2293,84,7.7,4.5
2294,2294,80,6.3,8.0
2295,2295,81,8.7,8.542
2296,2296,62,7.593,7.552
2297,2297,71,8.52,8.616
2298,2298,57,6.917,6.542
2299,2299,48,5.08,6.2
2300,2300,59,6.656,7.889
2301,2301,84,7.4,7.868
2302,2302,65,6.0,7.0
2303,2303,70,7.1,5.571
2304,2304,61,2.54,2.4
2305,2305,76,7.8,8.0
2306,2306,84,8.28,8.4
2307,2307,76,6.5,8.0
2308,2308,60,5.2,6.167
2309,2309,64,7.575,7.958
2310,2310,72,6.3,8.0
2311,2311,56,4.742,4.947
2312,2312,74,6.7,7.2
2313,2313,50,5.2,6.25
2314,2314,93,8.362,9.219
2315,2315,74,4.0,2.0
2316,2316,80,7.582,7.727
2317,2317,92,8.467,9.238
2318,2318,81,8.0,7.694
2319,2319,82,7.9,8.03
2320,2320,76,6.5,6.75
2321,2321,67,8.1,7.844
2322,2322,74,7.5,6.571
2323,2323,75,8.0,8.5
2324,2324,72,7.158,6.417
2325,2325,80,8.009,8.783
2326,2326,66,6.4,4.5
2327,2327,49,8.3,9.0
2328,2328,64,5.05,3.375
2329,2329,41,6.3,6.0
2330,2330,64,7.3,7.333
2331,2331,86,9.029,7.286
2332,2332,63,6.954,7.231
2333,2333,73,8.2,7.545
2334,2334,38,3.7,3.889
2335,2335,61,7.79,7.35
2336,2336,89,7.516,7.32
2337,2337,81,7.785,7.885
2338,2338,90,8.7,8.727
2339,2339,75,7.6,7.333
2340,2340,56,6.621,6.214
2341,2341,43,5.639,4.857
2342,2342,60,6.3,7.0
2343,2343,65,7.8,6.938
2344,2344,79,8.3,8.552
2345,2345,39,4.0,1.0
2346,2346,58,4.8,2.0
2347,2347,81,6.2,4.5
2348,2348,94,8.778,8.889
2349,2349,61,6.3,8.0
2350,2350,58,5.5,4.5
2351,2351,78,8.121,7.482
2352,2352,84,7.1,7.833
2353,2353,71,7.0,10.0
2354,2354,73,7.272,6.789
2355,2355,61,6.405,5.935
2356,2356,85,6.1,6.532
2357,2357,86,8.0,6.929
2358,2358,88,8.3,7.738
2359,2359,93,8.3,8.39
2360,2360,77,7.8,8.571
2361,2361,46,5.8,4.0
2362,2362,58,5.786,5.429
2363,2363,55,5.9,5.714
2364,2364,78,7.05,7.207
2365,2365,71,6.511,6.556
2366,2366,83,7.2,9.5
2367,2367,58,6.1,6.917
2368,2368,75,8.3,7.2
2369,2369,79,8.3,8.667
2370,2370,78,8.0,7.617
2371,2371,70,7.8,5.25
2372,2372,67,5.7,4.222
2373,2373,76,8.0,8.267
2374,2374,71,7.1,7.0
2375,2375,77,7.343,6.886
2376,2376,79,7.05,10.0
2377,2377,93,7.31,7.419
2378,2378,77,3.45,3.677
2379,2379,84,5.665,4.908
2380,2380,81,8.8,9.3
2381,2381,57,7.4,8.556
2382,2382,59,7.467,7.667
2383,2383,75,7.738,7.667
2384,2384,71,5.717,7.167
2385,2385,75,6.818,6.818
2386,2386,72,7.8,4.5
2387,2387,86,8.7,7.643
2388,2388,63,7.2,5.857
2389,2389,68,8.3,6.5
2390,2390,76,7.7,9.286
2391,2391,76,8.5,8.636
2392,2392,65,10.0,8.0
2393,2393,74,7.1,4.5
2394,2394,71,7.3,8.5
2395,2395,73,7.6,7.0
2396,2396,76,7.6,8.0
2397,2397,81,7.706,8.347
2398,2398,65,10.0,10.0
2399,2399,72,7.5,8.333
2400,2400,90,8.4,8.578
2401,2401,93,8.8,7.705
2402,2402,84,8.1,8.067
2403,2403,97,9.1,8.694
2404,2404,97,9.0,9.674
2405,2405,88,7.489,7.323
2406,2406,76,8.5,9.227
2407,2407,92,8.3,8.289
2408,2408,87,8.2,8.571
2409,2409,87,8.2,8.55
2410,2410,55,5.5,5.286
2411,2411,53,7.583,8.5
2412,2412,81,7.76,9.0
2413,2413,82,7.4,8.125
2414,2414,74,5.7,5.25
2415,2415,59,7.1,8.286
2416,2416,63,7.3,8.0
2417,2417,85,8.1,8.422
2418,2418,75,7.9,7.429
2419,2419,73,7.6,8.4
2420,2420,81,8.2,8.556
2421,2421,93,8.8,9.043
2422,2422,92,9.0,9.043
2423,2423,70,10.0,10.0
2424,2424,57,8.5,10.0
2425,2425,51,3.611,3.111
2426,2426,64,7.6,7.667
2427,2427,44,3.4,0.667
2428,2428,86,8.175,7.719
2429,2429,77,6.418,5.824
2430,2430,81,8.7,8.957
2431,2431,61,6.24,5.6
2432,2432,85,8.6,8.649
2433,2433,69,7.0,6.5
2434,2434,67,7.7,8.192
2435,2435,63,6.212,6.44
2436,2436,72,8.5,8.167
2437,2437,82,8.098,7.647
2438,2438,80,8.3,7.714
2439,2439,73,8.4,8.786
2440,2440,87,7.733,7.583
2441,2441,85,8.58,9.6
2442,2442,65,7.7,6.143
2443,2443,88,8.4,9.375
2444,2444,77,6.5,8.0
2445,2445,68,5.95,6.25
2446,2446,71,8.5,8.375
2447,2447,68,7.978,9.111
2448,2448,74,8.029,8.857
2449,2449,79,8.0,7.937
2450,2450,77,8.5,8.128
2451,2451,72,7.9,8.0
2452,2452,86,8.8,8.854
2453,2453,68,7.111,6.526
2454,2454,75,8.531,8.163
2455,2455,66,6.8,7.5
2456,2456,79,8.4,8.152
2457,2457,78,8.5,7.792
2458,2458,71,8.2,7.792
2459,2459,72,7.268,6.394
2460,2460,59,8.0,10.0
2461,2461,66,4.8,8.0
2462,2462,37,3.8,5.0
2463,2463,45,5.9,6.263
2464,2464,65,7.0,6.5
2465,2465,85,8.1,8.625
2466,2466,62,8.293,8.357
2467,2467,87,8.8,9.24
2468,2468,81,7.9,7.696
2469,2469,65,8.6,9.7
2470,2470,56,7.05,6.938
2471,2471,47,6.675,5.875
2472,2472,53,7.833,7.0
2473,2473,36,6.8,5.333
2474,2474,44,5.612,5.97
2475,2475,67,7.464,8.0
2476,2476,79,7.7,8.258
2477,2477,88,8.7,8.587
2478,2478,79,7.539,7.31
2479,2479,82,7.7,8.0
2480,2480,82,8.123,8.1
2481,2481,56,7.7,7.5
2482,2482,58,7.8,6.667
2483,2483,70,7.5,4.0
2484,2484,70,6.42,2.9
2485,2485,79,8.4,8.059
2486,2486,77,6.378,4.937
2487,2487,35,5.6,4.333
2488,2488,66,7.1,6.6
2489,2489,81,8.213,8.751
2490,2490,77,7.9,7.636
2491,2491,73,8.0,5.667
2492,2492,64,7.7,9.0
2493,2493,82,8.195,8.048
2494,2494,68,6.492,6.339
2495,2495,73,8.2,8.333
2496,2496,74,7.1,7.5
2497,2497,84,7.4,9.214
2498,2498,52,6.0,6.0
2499,2499,72,6.5,7.667
2500,2500,65,6.431,6.154
2501,2501,71,6.2,6.184
2502,2502,65,8.2,9.0
2503,2503,63,6.912,7.062
2504,2504,52,3.68,4.6
2505,2505,89,7.343,8.429
2506,2506,79,1.0,1.0
2507,2507,76,7.14,6.6
2508,2508,84,8.3,7.755
2509,2509,82,8.3,8.6
2510,2510,80,7.7,8.692
2511,2511,66,6.689,6.552
2512,2512,56,4.6,4.75
2513,2513,82,8.014,8.139
2514,2514,89,8.6,8.606
2515,2515,76,5.88,4.6
2516,2516,69,7.1,7.111
2517,2517,61,5.776,5.312
2518,2518,73,6.7,7.429
2519,2519,39,4.883,5.174
2520,2520,54,5.04,4.4
2521,2521,80,7.655,7.966
2522,2522,49,5.0,6.667
2523,2523,87,8.693,8.3
2524,2524,94,8.369,8.214
2525,2525,71,5.7,4.234
2526,2526,96,7.888,8.51
2527,2527,75,7.688,7.462
2528,2528,52,6.133,6.333
2529,2529,72,7.4,6.75
2530,2530,57,8.0,6.375
2531,2531,77,7.892,8.175
2532,2532,65,6.94,6.4
2533,2533,59,7.5,10.0
2534,2534,41,4.9,3.6
2535,2535,64,5.998,5.828
2536,2536,61,7.633,8.833
2537,2537,48,5.9,0.0
2538,2538,65,3.0,3.0
2539,2539,35,3.14,4.8
2540,2540,53,5.0,5.5
2541,2541,66,7.4,7.2
2542,2542,72,7.05,6.667
2543,2543,78,8.0,8.4
2544,2544,75,7.7,7.846
2545,2545,92,8.7,8.082
2546,2546,84,7.705,8.579
2547,2547,72,7.9,8.167
2548,2548,54,6.529,6.571
2549,2549,73,8.1,8.333
2550,2550,61,8.0,8.5
2551,2551,80,7.9,8.5
2552,2552,75,8.4,9.4
2553,2553,79,8.3,9.051
2554,2554,79,8.2,7.963
2555,2555,95,9.2,9.085
2556,2556,66,7.29,6.883
2557,2557,80,8.5,8.021
2558,2558,43,10.0,10.0
2559,2559,63,7.1,8.0
2560,2560,68,7.6,9.0
2561,2561,77,8.345,8.243
2562,2562,80,8.2,8.074
2563,2563,67,7.1,7.071
2564,2564,64,6.822,7.833
2565,2565,54,6.047,5.0
2566,2566,91,8.9,8.851
2567,2567,86,7.3,7.412
2568,2568,89,8.9,8.583
2569,2569,90,7.8,7.188
2570,2570,93,8.1,8.581
2571,2571,87,7.8,7.745
2572,2572,89,8.8,8.571
2573,2573,96,9.0,8.723
2574,2574,73,7.0,7.0
2575,2575,95,8.852,8.543
2576,2576,86,8.5,7.917
2577,2577,75,8.1,8.25
2578,2578,71,6.89,6.658
2579,2579,85,7.7,6.75
2580,2580,58,6.1,5.5
2581,2581,55,6.94,6.465
2582,2582,79,8.4,8.622
2583,2583,59,5.784,5.579
2584,2584,85,8.152,7.705
2585,2585,75,7.993,8.071
2586,2586,82,7.9,6.4
2587,2587,61,7.175,7.131
2588,2588,80,7.0,6.4
2589,2589,69,7.772,7.833
2590,2590,84,8.1,8.556
2591,2591,46,5.8,3.333
2592,2592,44,5.3,7.0
2593,2593,39,8.1,3.5
2594,2594,71,8.0,8.429
2595,2595,75,7.4,6.9
2596,2596,75,7.5,7.824
2597,2597,91,8.6,8.52
2598,2598,96,8.778,9.092
2599,2599,63,6.8,7.354
2600,2600,70,7.7,8.25
2601,2601,39,5.778,7.222
2602,2602,69,8.152,8.025
2603,2603,73,7.874,7.734
2604,2604,47,3.0,4.0
2605,2605,74,8.3,8.327
2606,2606,71,7.396,6.611
2607,2607,38,3.6,3.0
2608,2608,78,8.526,8.485
2609,2609,64,7.179,8.0
2610,2610,92,7.946,8.44
2611,2611,90,7.908,7.766
2612,2612,50,1.0,1.5
2613,2613,74,7.6,8.5
2614,2614,73,7.231,7.875
2615,2615,76,4.5,9.0
2616,2616,78,8.7,8.333
2617,2617,68,5.7,5.333
2618,2618,86,5.92,5.817
2619,2619,74,7.0,8.714
2620,2620,70,3.9,6.6
2621,2621,74,5.6,8.0
2622,2622,81,7.7,9.4
2623,2623,70,4.16,4.439
2624,2624,72,7.1,7.2
2625,2625,85,7.8,9.0
2626,2626,79,7.9,6.5
2627,2627,74,8.2,9.0
2628,2628,59,6.52,6.0
2629,2629,74,7.855,8.059
2630,2630,77,8.133,7.556
2631,2631,75,7.675,7.625
2632,2632,85,8.5,8.511
2633,2633,60,6.605,7.011
2634,2634,53,4.86,3.2
2635,2635,64,7.805,6.614
2636,2636,78,7.4,6.769
2637,2637,78,8.4,8.0
2638,2638,70,8.242,8.667
2639,2639,32,3.511,4.384
2640,2640,85,8.3,8.568
2641,2641,70,7.2,7.333
2642,2642,53,6.909,7.0
2643,2643,81,8.3,7.756
2644,2644,88,8.347,7.67
2645,2645,92,8.996,8.838
2646,2646,86,8.2,8.0
2647,2647,68,6.0,8.0
2648,2648,80,8.461,8.041
2649,2649,78,8.6,7.92
2650,2650,88,8.8,9.083
2651,2651,83,6.4,7.833
2652,2652,82,8.252,7.222
2653,2653,83,8.2,7.744
2654,2654,38,6.069,6.944
2655,2655,69,4.0,7.7
2656,2656,73,4.847,7.316
2657,2657,80,6.217,5.667
2658,2658,80,4.0,7.0
2659,2659,80,5.712,5.25
2660,2660,89,5.7,9.5
2661,2661,88,6.16,7.8
2662,2662,65,7.6,8.6
2663,2663,42,5.3,5.45
2664,2664,81,7.9,8.0
2665,2665,60,6.2,5.0
2666,2666,81,7.9,8.5
2667,2667,58,6.4,7.0
2668,2668,64,6.8,5.0
2669,2669,90,8.443,8.833
2670,2670,83,8.571,9.024
2671,2671,77,7.9,6.683
2672,2672,86,6.398,7.228
2673,2673,58,5.975,6.429
2674,2674,44,6.8,7.0
2675,2675,62,5.644,5.444
2676,2676,71,7.1,10.0
2677,2677,74,8.1,7.885
2678,2678,63,7.022,6.556
2679,2679,74,8.1,8.0
2680,2680,63,7.5,7.2
2681,2681,59,6.5,8.0
2682,2682,77,6.835,6.85
2683,2683,84,7.171,7.143
2684,2684,80,4.1,4.25
2685,2685,90,6.853,6.806
2686,2686,86,6.772,6.68
2687,2687,79,6.467,6.248
2688,2688,70,5.0,5.0
2689,2689,77,7.9,8.643
2690,2690,73,7.021,7.576
2691,2691,68,5.293,4.707
2692,2692,86,7.7,7.667
2693,2693,74,5.078,4.667
2694,2694,88,7.527,7.023
2695,2695,82,7.61,7.034
2696,2696,93,8.31,8.127
2697,2697,82,7.659,7.554
2698,2698,94,8.395,8.63
2699,2699,85,7.2,7.032
2700,2700,85,7.256,5.418
2701,2701,93,8.115,7.697
2702,2702,80,6.635,5.813
2703,2703,77,8.084,7.897
2704,2704,80,7.934,7.378
2705,2705,76,7.584,6.814
2706,2706,71,7.8,8.06
2707,2707,84,4.95,5.75
2708,2708,77,8.019,8.0
2709,2709,69,6.2,7.889
2710,2710,78,8.0,7.667
2711,2711,97,7.608,8.361
2712,2712,94,8.089,9.0
2713,2713,32,1.772,2.605
2714,2714,81,6.612,6.625
2715,2715,72,6.573,6.667
2716,2716,90,8.28,9.1
2717,2717,83,8.239,8.087
2718,2718,65,6.2,6.25
2719,2719,89,7.267,6.667
2720,2720,78,7.833,8.333
2721,2721,84,8.159,7.846
2722,2722,81,7.591,6.987
2723,2723,71,7.415,7.853
2724,2724,80,7.4,6.362
2725,2725,76,4.4,6.543
2726,2726,90,8.3,7.851
2727,2727,86,8.4,8.143
2728,2728,86,7.4,6.438
2729,2729,60,6.8,10.0
2730,2730,69,7.3,8.6
2731,2731,71,7.0,7.0
2732,2732,77,7.477,6.885
2733,2733,62,7.411,5.368
2734,2734,70,7.6,7.417
2735,2735,81,7.403,6.586
